Log Pis Min,Test Returns Mean,Test Rewards Min,Policy mu Std,VF Loss,Exploration Actions Max,V Predictions Mean,Log Pis Std,Test Actions Min,Policy mu Max,Policy log std Mean,Log Pis Mean,Test Actions Mean,Policy log std Std,Test Rewards Std,Epoch Time (s),Exploration Returns Mean,AverageReturn,Exploration Rewards Max,Epoch,Exploration Actions Min,Test Actions Max,Q Predictions Max,Train Time (s),Exploration Returns Min,Q Predictions Min,Exploration Actions Std,Exploration Actions Mean,Number of env steps total,Test Returns Std,Exploration Returns Std,Policy mu Min,Q Predictions Mean,V Predictions Std,Q Predictions Std,Policy Loss,Test Rewards Max,Total Train Time (s),Test Actions Std,V Predictions Max,Num Paths,Test Returns Max,Number of rollouts total,Test Rewards Mean,Exploration Rewards Std,Exploration Rewards Min,V Predictions Min,Policy log std Min,Policy log std Max,Policy mu Mean,Number of train steps total,(Previous) Eval Time (s),Log Pis Max,Sample Time (s),Test Returns Min,Exploration Returns Max,Exploration Rewards Mean,QF Loss
-1.35915,4.64351851852,1.0,0.00812179,0.0578241,0.993876,53.8883,0.166315,-0.249496,0.140484,-0.138577,-0.684644,-0.242297,0.00241621,0.0,399.7991504743695,52.4083769634,4.64351851852,10.0,10,-0.985952,-0.239019,54.4527,383.7488731406629,30.0,51.1521,0.602835,0.0272663,11000,0.478959742402,32.0251984064,0.0941648,53.1212,0.380568,0.55953,-0.0554266,1.0,4350.773048503324,0.00365494,54.8127,191,5.0,2069,1.0,0.0,10.0,52.3524,-0.143192,-0.130764,0.106302,10873,6.687065231613815,-0.332849,9.363212102092803,4.0,200.0,10.0,383.926
-1.52817,7.71538461538,1.0,0.00433341,0.0274914,0.996869,55.252,0.324521,0.055118,-0.243335,-0.149461,-0.644958,0.0697523,0.00153676,0.0,396.598250717856,52.7419354839,7.71538461538,10.0,11,-0.9884,0.0808189,57.5184,379.49541836604476,30.0,51.3874,0.582363,0.0263015,12000,0.451231057725,28.1606005655,-0.261124,54.538,1.31955,1.24348,-0.00410364,1.0,4747.539904740639,0.00777095,58.3601,186,8.0,2255,1.0,0.0,10.0,51.7068,-0.153295,-0.146215,-0.250352,11873,7.889817982912064,-0.095866,9.213014368899167,7.0,190.0,10.0,441.84
-1.04527,8.84210526316,1.0,0.0135535,0.0436955,0.990856,54.5553,0.143655,0.0418925,0.0843192,-0.126267,-0.659813,0.0498968,0.00177715,0.0,399.92384193092585,62.1951219512,8.84210526316,10.0,12,-0.98849,0.0585578,57.6415,382.5353085435927,30.0,51.5539,0.595956,0.0654741,13000,0.364642275278,40.3044629328,0.0345311,53.8572,0.881658,0.98816,-0.00778666,1.0,5146.58912260551,0.00490748,58.1528,164,9.0,2419,1.0,0.0,10.0,52.6158,-0.1292,-0.121484,0.0673272,12873,8.058859156444669,-0.380951,9.329674230888486,8.0,230.0,10.0,441.379
-1.20972,4.0,1.0,0.0113257,0.0601676,0.993369,54.4534,0.125725,-0.405339,0.0778235,-0.127446,-0.687168,-0.394999,0.00231908,0.0,401.75701688043773,55.8100558659,4.0,10.0,13,-0.99501,-0.383102,56.6496,385.26882045995444,30.0,51.5386,0.582029,-0.0853871,14000,0.0,31.3350555917,0.0356813,53.9794,1.04463,1.01371,0.161008,1.0,5548.275809772313,0.00805485,57.2424,179,4.0,2598,1.0,0.0,10.0,51.9013,-0.131047,-0.123497,0.0549027,13873,7.188487906940281,-0.414964,9.29970851354301,4.0,230.0,10.0,450.989
-1.94874,12.1325301205,1.0,0.0213633,0.0430191,0.998686,56.7307,0.499422,-0.024315,-0.394154,-0.166803,-0.571466,-0.0214697,0.00681789,0.0,402.0689171785489,54.1081081081,12.1325301205,10.0,14,-0.990373,-0.0185866,58.0439,385.8082367926836,30.0,54.0008,0.593991,0.0265118,15000,0.740743428865,34.0490772854,-0.560339,56.0802,0.799771,0.834761,0.0903638,1.0,5950.043728521094,0.00190498,58.6262,185,13.0,2783,1.0,0.0,10.0,55.0191,-0.200013,-0.15886,-0.419845,14873,7.114420097321272,0.318194,9.146260288544,11.0,200.0,10.0,402.457
-0.902817,12.858974359,1.0,0.00346497,0.213401,0.99233,56.2931,0.0945647,0.0124719,-0.0157715,-0.135876,-0.677952,0.0190544,0.00323033,0.0,399.1783670382574,55.8659217877,12.858974359,10.0,15,-0.98939,0.0222209,56.6273,382.7878943271935,30.0,53.279,0.574985,0.0574527,16000,0.779946726885,29.1538763028,-0.0317604,55.2184,0.615024,0.566518,-0.237435,1.0,6349.749970831908,0.00346686,57.4996,179,14.0,2962,1.0,0.0,10.0,54.6214,-0.141081,-0.129861,-0.0255857,15873,6.8141013933345675,-0.474075,9.576371317729354,12.0,170.0,10.0,586.897
-1.77831,7.828125,1.0,0.00863562,0.0336808,0.995804,55.3657,0.135761,0.071812,0.0478237,-0.133144,-0.697949,0.074126,0.00224875,0.0,401.32290010806173,57.8034682081,7.828125,10.0,16,-0.988888,0.0780367,57.4907,384.67238384485245,30.0,51.6623,0.58122,-0.00309775,17000,0.377271764614,35.4952832427,0.00686224,54.6057,1.26684,1.18219,-0.0370393,1.0,6751.2859338428825,0.00194373,58.4982,173,8.0,3135,1.0,0.0,10.0,52.2229,-0.137061,-0.129174,0.0193307,16873,7.355472820810974,-0.495466,9.29504344239831,7.0,210.0,10.0,515.357
-0.8077,3.0,1.0,0.00927214,0.0612172,0.993429,54.7384,0.110011,0.495176,0.118241,-0.143401,-0.687948,0.518782,0.00432883,0.0,400.99157127738,54.0,3.0,10.0,17,-0.99566,0.541747,57.904,384.1296729305759,30.0,50.6658,0.600426,-0.0155603,18000,0.0,32.5360506914,0.07102,54.1633,1.52912,1.48962,0.100613,1.0,7152.345513812266,0.0186363,58.4165,185,3.0,3320,1.0,0.0,10.0,51.1803,-0.149981,-0.136721,0.0813266,17873,7.5559730269014835,-0.366792,9.305925319902599,3.0,220.0,10.0,372.281
-1.98408,5.0,1.0,0.0252333,0.0825946,0.998116,56.3576,0.638079,-0.237944,0.676012,-0.220844,-0.398752,-0.220338,0.00408076,0.0,401.0859991563484,54.2076502732,5.0,10.0,18,-0.993374,-0.212689,56.7419,384.1054203240201,30.0,53.3469,0.593432,-0.0664054,19000,0.0,32.7484291777,0.539886,55.3001,0.41704,0.83266,-0.0521914,1.0,7552.175365548581,0.00859727,57.5606,183,5.0,3503,1.0,0.0,10.0,55.3497,-0.242662,-0.213847,0.588593,18873,7.630073806270957,0.528351,9.350505026057363,5.0,210.0,10.0,546.572
-1.11836,5.56111111111,1.0,0.0167344,0.0334295,0.998857,55.2818,0.255886,0.154402,-0.213885,-0.146983,-0.638751,0.158088,0.00242656,0.0,399.4807349611074,53.4594594595,5.56111111111,10.0,19,-0.994583,0.163531,58.283,383.3189003802836,30.0,52.8579,0.587181,0.0487836,20000,0.496251379946,27.6254823557,-0.282921,54.589,0.575836,0.676477,0.0355634,1.0,7952.638261289336,0.0027611,58.7793,185,6.0,3688,1.0,0.0,10.0,53.6387,-0.154663,-0.142907,-0.22691,19873,6.366235111840069,-0.041935,9.79559946898371,5.0,190.0,10.0,419.662
-1.37419,8.72173913043,1.0,0.0135629,0.0112259,0.992137,55.2708,0.212166,0.0544624,0.226903,-0.14108,-0.642134,0.0557614,0.00137255,0.0,399.78908531554043,52.7461139896,8.72173913043,10.0,20,-0.992712,0.0565821,56.9653,383.1502538397908,20.0,50.6905,0.574422,-0.0362903,21000,0.448142564408,31.0310357416,0.141812,54.5835,1.16782,1.18229,0.0207285,1.0,8352.027801961638,0.0005272,57.6851,193,9.0,3881,1.0,0.0,10.0,51.5726,-0.146141,-0.139105,0.162391,20873,7.352256969548762,-0.191496,9.28657450620085,8.0,270.0,10.0,499.224
-1.16637,9.13636363636,1.0,0.00617542,0.268805,0.982581,55.4918,0.109908,-0.0493921,0.0693279,-0.13445,-0.679015,-0.0469169,0.00121244,0.0,397.67103395890445,56.2359550562,9.13636363636,10.0,21,-0.995545,-0.0447992,57.2571,381.31926488969475,30.0,53.0333,0.596551,-0.056051,22000,0.343174292512,34.2313748167,0.040953,54.747,0.579125,0.787686,0.0138097,1.0,8750.354067741893,0.00160128,58.4316,178,10.0,4059,1.0,0.0,10.0,54.1231,-0.13739,-0.132901,0.0526258,21873,6.9505289532244205,-0.428708,9.401240115985274,9.0,220.0,10.0,446.653
-2.31595,6.8904109589,1.0,0.00340138,0.284021,0.989653,55.2483,0.173446,-0.109939,-0.0445997,-0.129278,-0.689847,-0.102599,0.00221281,0.0,396.73384205810726,54.1081081081,6.8904109589,10.0,22,-0.995374,-0.098572,56.7643,379.99824623856694,30.0,52.9958,0.582335,0.0493468,23000,0.312376828794,28.2534702808,-0.0647625,54.5334,0.521377,0.61759,0.0106781,1.0,9147.27370554395,0.00418499,57.1035,185,7.0,4244,1.0,0.0,10.0,52.8657,-0.131852,-0.125139,-0.047777,22873,7.617730213329196,-0.437803,9.117865606211126,6.0,190.0,10.0,386.274
-1.43374,11.4886363636,1.0,0.0102543,0.0631102,0.99716,54.6318,0.171839,-0.0291936,-0.0978173,-0.138924,-0.671185,-0.0259282,0.00182708,0.0,399.2341307057068,56.9142857143,11.4886363636,10.0,23,-0.984123,-0.0212775,55.7772,382.38531870394945,30.0,51.0707,0.604036,0.0696196,24000,0.543438509146,32.3493178807,-0.141538,54.054,0.699545,0.671342,0.0970161,1.0,9546.719869330525,0.00186562,56.3997,175,13.0,4419,1.0,0.0,10.0,51.6356,-0.145009,-0.135797,-0.107071,23873,7.795209008269012,-0.336789,9.053602993488312,10.0,180.0,10.0,413.105
-1.21125,6.21604938272,1.0,0.00647368,0.0694145,0.990519,55.8284,0.114282,0.11209,-0.0208907,-0.133173,-0.694566,0.115444,0.00116489,0.0,402.52520483732224,50.05,6.21604938272,10.0,24,-0.993734,0.12379,58.1371,384.77560402452946,30.0,51.7745,0.586095,-0.0235291,25000,0.411548353106,24.8092220757,-0.0420623,55.0145,0.590502,0.683626,-0.096202,1.0,9949.09634133242,0.0027782,58.9332,200,7.0,4619,1.0,0.0,10.0,52.7117,-0.135826,-0.131916,-0.0291167,24873,8.008918868377805,-0.469177,9.740681944414973,6.0,140.0,10.0,430.902
-1.33893,6.4076433121,1.0,0.0097219,0.107881,0.995023,55.2568,0.172346,-0.112965,0.169508,-0.133741,-0.662279,-0.109269,0.000525538,0.0,403.6461040545255,56.6101694915,6.4076433121,10.0,25,-0.990822,-0.107733,60.0468,386.0713257547468,30.0,51.9041,0.580865,-0.00654325,26000,0.491396217121,30.5103577573,0.110269,54.7202,1.08253,1.0124,0.0451758,1.0,10351.70485816896,0.00135032,60.506,177,7.0,4796,1.0,0.0,10.0,52.0938,-0.135904,-0.133106,0.120315,25873,7.857806182466447,-0.264243,9.716972117312253,6.0,180.0,10.0,382.241
-1.38071,5.0,1.0,0.00676238,0.0547655,0.986084,56.025,0.175319,-0.252747,-0.107136,-0.143312,-0.661339,-0.227161,4.4899e-05,0.0,400.56272844877094,53.7096774194,5.0,10.0,26,-0.988762,-0.215207,60.3045,383.8927245726809,30.0,53.378,0.584807,-0.0745864,27000,0.0,31.3444548937,-0.141999,55.5583,1.01282,0.970166,0.144413,1.0,10751.963216505945,0.0136104,60.9408,186,5.0,4982,1.0,0.0,10.0,53.7148,-0.143495,-0.143264,-0.114411,26873,6.820664703845978,-0.331824,9.849339172244072,5.0,200.0,10.0,537.105
-1.39691,8.5811965812,1.0,0.0225722,0.0915041,0.994878,55.5132,0.28088,-0.056672,-0.200842,-0.142514,-0.620736,-0.0555665,0.00260511,0.0,400.1919004144147,52.03125,8.5811965812,10.0,27,-0.992102,-0.054465,63.4055,384.2506257519126,30.0,51.109,0.590227,-0.0920631,28000,0.493363066313,28.3493654856,-0.32012,55.096,1.28206,1.35054,0.181012,1.0,11153.407550743781,0.000649459,63.4633,192,9.0,5174,1.0,0.0,10.0,51.2875,-0.150806,-0.13909,-0.224702,27873,6.517501723952591,-0.0232816,9.423772938549519,8.0,190.0,10.0,417.573
-1.05957,12.4814814815,1.0,0.00196434,0.197358,0.989872,55.628,0.111752,0.00940183,-0.0516973,-0.131299,-0.685087,0.0192705,0.000430346,0.0,399.0561483502388,54.9162011173,12.4814814815,10.0,28,-0.986045,0.0249649,56.6575,381.5621369862929,30.0,52.4602,0.580717,0.101591,29000,0.75541029831,37.1523921211,-0.0602436,54.7377,0.661536,0.778535,-0.125412,1.0,11552.525740632787,0.00496139,57.3393,179,14.0,5353,1.0,0.0,10.0,53.4615,-0.132206,-0.13076,-0.0554745,28873,7.769414126873016,-0.428277,9.724597237072885,11.0,320.0,10.0,346.838
-1.1036,10.8387096774,1.0,0.00870486,0.136186,0.995378,55.2962,0.113097,-0.0313411,0.025325,-0.127083,-0.693856,-0.0304147,0.00126067,0.0,402.8065760275349,49.3658536585,10.8387096774,10.0,29,-0.993528,-0.0281882,57.3647,385.4504606537521,30.0,52.991,0.591439,-0.0297385,30000,0.609782661452,26.4867717536,-0.00331949,54.4075,0.393916,0.511362,-0.0920119,1.0,11955.384216315113,0.000825449,57.9399,205,12.0,5558,1.0,0.0,10.0,54.0017,-0.130269,-0.125439,0.0121737,29873,7.836312140338123,-0.483893,9.51980323344469,10.0,210.0,10.0,441.863
-0.904185,10.3711340206,1.0,0.0027444,0.057476,0.99319,54.4355,0.0990719,0.0357128,-0.0260536,-0.127296,-0.683917,0.0375762,0.00247091,0.0,398.9552662372589,54.3169398907,10.3711340206,10.0,30,-0.99435,0.0392951,55.4385,381.62710043322295,30.0,45.0318,0.594237,0.00772418,31000,0.483108227376,28.8096843051,-0.0470542,53.9657,0.93185,0.918227,0.149552,1.0,12354.183067749254,0.00111712,56.0044,183,11.0,5741,1.0,0.0,10.0,45.4006,-0.130274,-0.118276,-0.0307858,30873,7.885167323984206,-0.473902,9.442998480051756,10.0,170.0,10.0,424.999
-1.36732,11.4886363636,1.0,0.00564425,0.143466,0.998895,55.857,0.130979,0.0124727,0.0401844,-0.132871,-0.679108,0.0248669,0.000780758,0.0,399.4736021440476,56.3333333333,11.4886363636,10.0,31,-0.987531,0.0303823,56.3326,382.2192453900352,30.0,52.5945,0.590515,0.0477256,32000,0.499870851089,32.624121955,0.015621,54.9988,0.336055,0.509456,-0.103495,1.0,12752.800057745539,0.00501046,56.818,180,12.0,5921,1.0,0.0,10.0,53.6805,-0.134067,-0.13041,0.0329397,31873,7.729413635097444,-0.468131,9.524943118914962,11.0,240.0,10.0,498.545
-1.54819,5.04522613065,1.0,0.014387,0.0801729,0.99144,55.3117,0.139456,0.157466,0.0335673,-0.129214,-0.68479,0.166204,0.00117909,0.0,400.74823101144284,56.384180791,5.04522613065,10.0,32,-0.993347,0.179181,57.2519,384.3518950957805,30.0,52.6983,0.596585,0.0375861,33000,0.207799729931,41.8826633569,-0.0232839,54.5589,0.404146,0.469115,-0.0197795,1.0,13153.514762023464,0.00818704,57.396,177,6.0,6098,1.0,0.0,10.0,53.1548,-0.130758,-0.125891,0.0151377,32873,6.8750607669353485,-0.475055,9.521275148727,5.0,360.0,10.0,456.906
-1.46216,6.0,1.0,0.0131264,0.0367343,0.990751,55.3045,0.21811,-0.139555,0.215048,-0.133683,-0.68932,-0.132604,0.00108824,0.0,401.6086208084598,51.9371727749,6.0,10.0,33,-0.991524,-0.126995,56.7985,385.2897360548377,30.0,53.4108,0.599167,-0.0367693,34000,0.0,26.0670948696,0.147585,54.6594,0.377029,0.496345,0.0448246,1.0,13554.989839954302,0.00481045,57.2724,191,6.0,6289,1.0,0.0,10.0,53.8489,-0.139243,-0.131588,0.165077,33873,6.862774891778827,-0.166656,9.456109861843288,6.0,200.0,10.0,528.358
