Test Rewards Max,Test Actions Max,Train Time (s),Number of rollouts total,Sample Time (s),QF Loss,Total Train Time (s),Num Paths,Test Rewards Std,Policy log std Mean,Exploration Rewards Min,Exploration Rewards Max,V Predictions Mean,Test Returns Mean,Policy mu Mean,Exploration Returns Max,Q Predictions Min,Policy mu Max,Policy log std Std,Log Pis Std,Exploration Actions Min,Number of train steps total,Epoch,VF Loss,Exploration Actions Max,Exploration Rewards Mean,Exploration Actions Std,Q Predictions Std,V Predictions Min,Test Returns Min,Q Predictions Max,Number of env steps total,Test Returns Max,(Previous) Eval Time (s),Test Actions Min,Test Rewards Mean,Test Rewards Min,Exploration Actions Mean,Test Returns Std,Exploration Rewards Std,Policy mu Std,Policy mu Min,Exploration Returns Std,Test Actions Std,Epoch Time (s),Policy log std Max,AverageReturn,Policy Loss,Test Actions Mean,Log Pis Min,Q Predictions Mean,V Predictions Std,V Predictions Max,Exploration Returns Min,Log Pis Mean,Exploration Returns Mean,Policy log std Min,Log Pis Max
1.0,-0.0053414,22.77962969057262,195,0.8155285511165857,0.993419,25.13600131869316,195,0.0,0.00306568,1.0,1.0,0.00126317,19.6862745098,-0.000187362,20.0,0.00259536,0.000208108,0.000377874,0.233552,-0.997779,873,0,0.475362,0.991441,1.0,0.604724,0.00123383,0.000143686,15.0,0.00705148,1000,28.0,0,-0.00629375,1.0,1.0,0.00398104,2.97367664473,0.0,0.000281706,-0.000798264,2.95881882007,0.000245518,23.595158241689205,0.00400683,19.6862745098,0.473434,-0.00558763,-0.92273,0.00426286,0.000250127,0.00148907,2.0,-0.645733,5.09743589744,0.00262642,-0.259407
1.0,0.0254044,23.480891961604357,371,0.9190086619928479,0.0774962,50.98517036996782,176,0.0,-0.116541,1.0,1.0,2.23502,23.7441860465,-0.00556492,30.0,1.59862,-0.00319742,0.0114566,0.0979536,-0.993951,1873,1,0.0188055,0.991992,1.0,0.587279,0.0139891,2.17159,21.0,1.67155,2000,28.0,1.5420051962137222,-0.0579118,1.0,1.0,0.00534656,1.98942580539,0.0,0.00129084,-0.00823118,3.74302036413,0.020267,25.941905819810927,-0.0986404,23.7441860465,0.0718242,-0.0175554,-0.873769,1.63951,0.0363674,2.36703,2.0,-0.686471,5.71590909091,-0.143069,-0.489956
