Exploration Rewards Std,(Previous) Eval Time (s),Test Rewards Min,Train Time (s),Exploration Returns Mean,Number of train steps total,Q Predictions Min,Exploration Rewards Min,Number of rollouts total,V Predictions Max,Test Rewards Max,Epoch,Policy log std Mean,Test Returns Max,Log Pis Min,V Predictions Min,Test Returns Mean,Exploration Returns Std,Number of env steps total,Total Train Time (s),Policy Loss,Test Rewards Std,V Predictions Std,Policy mu Max,Policy mu Mean,V Predictions Mean,Log Pis Max,Test Actions Std,Test Returns Std,Policy log std Max,VF Loss,Log Pis Mean,Exploration Actions Min,Sample Time (s),Test Actions Max,AverageReturn,Test Rewards Mean,Q Predictions Max,Policy mu Min,Q Predictions Mean,QF Loss,Exploration Actions Mean,Test Returns Min,Policy log std Min,Q Predictions Std,Exploration Rewards Mean,Exploration Rewards Max,Epoch Time (s),Exploration Returns Min,Policy mu Std,Test Actions Mean,Test Actions Min,Exploration Returns Max,Exploration Actions Std,Num Paths,Policy log std Std,Log Pis Std,Exploration Actions Max
0.0,1.1299222139641643,1.0,17.430711317807436,21.7267759563,12873,23.0493,4.0,2368,25.2374,1.0,12,-0.133971,9.0,-1.05831,23.6288,8.7652173913,10.1524819431,13000,238.02579542435706,0.142736,0.0,0.266613,0.00911632,0.00470719,24.4816,-0.520278,0.00270806,0.423862873285,-0.131895,0.0560293,-0.677534,-0.985531,0.6410363148897886,-0.0523824,8.7652173913,1.0,24.7804,-0.00227163,23.9981,103.491,0.0044293,8.0,-0.136117,0.304695,4.0,4.0,19.20166984666139,12.0,0.00274321,-0.0549404,-0.0619243,60.0,0.593153,183,0.00112195,0.101896,0.995659
0.0,1.071768106892705,1.0,16.843458986841142,23.2601156069,13873,22.7421,4.0,2541,24.6433,1.0,13,-0.129896,12.0,-0.804866,23.3509,10.9456521739,12.4206835695,14000,256.5342795876786,0.0618881,0.0,0.251743,-0.0463632,-0.0601142,24.0076,-0.409708,0.000279403,0.681496601714,-0.120144,0.0168059,-0.660857,-0.996071,0.6158764893189073,-0.0289834,10.9456521739,1.0,24.0628,-0.0894629,23.419,69.6062,0.00406946,10.0,-0.134789,0.254662,4.0,4.0,18.531103583052754,12.0,0.00900022,-0.0294579,-0.029912,72.0,0.577624,173,0.00426858,0.112457,0.989479
0.0,1.0496158888563514,1.0,17.457725672982633,21.6956521739,14873,22.2729,4.0,2725,25.3409,1.0,14,-0.129802,19.0,-0.912286,23.1001,16.0476190476,11.1079085912,15000,275.69979497324675,-0.0490552,0.0,0.525226,-0.0226639,-0.0298511,24.1563,-0.460118,0.0010342,1.56781691744,-0.121909,0.0232635,-0.656053,-0.99352,0.660011138767004,-0.00733804,16.0476190476,1.0,24.7249,-0.0365534,23.3949,92.0698,0.00581281,14.0,-0.134331,0.539114,4.0,4.0,19.16735270060599,12.0,0.00253591,-0.00947348,-0.010993,64.0,0.581416,184,0.00406035,0.10873,0.991332
0.0,1.0477671176195145,1.0,18.686234050430357,20.345177665,15873,22.1997,4.0,2922,25.9007,1.0,15,-0.135794,6.0,-0.918318,22.7064,6.0,10.0820310375,16000,296.1583407782018,0.0102887,0.0,0.568329,0.000820642,-0.0090036,24.3781,-0.517289,0.00319231,0.0,-0.13315,0.021447,-0.675674,-0.995799,0.6456104768440127,0.134442,6.0,1.0,25.1138,-0.0124652,23.7094,106.141,-0.00498293,6.0,-0.137311,0.497277,4.0,4.0,20.379611644893885,12.0,0.00280466,0.130392,0.125519,68.0,0.609751,197,0.00129646,0.0904847,0.994027
0.0,1.1284614652395248,1.0,17.742154547944665,22.4269662921,16873,23.1148,4.0,3100,25.5522,1.0,16,-0.138261,10.0,-1.31474,23.6937,9.57142857143,11.4341177228,17000,315.6518246270716,0.0658161,0.0,0.253659,0.136016,0.12767,24.7734,-0.305976,0.000329011,0.494871659305,-0.136544,0.0175533,-0.669714,-0.995929,0.6265162518247962,-0.0416699,9.57142857143,1.0,25.0221,0.115214,24.1475,91.8665,0.00714222,9.0,-0.139837,0.276859,4.0,4.0,19.497132265008986,12.0,0.00622673,-0.0424878,-0.0431884,68.0,0.588839,178,0.000954708,0.175252,0.98625
0.0,1.1238687206059694,1.0,17.878056997433305,20.4081632653,17873,22.4215,4.0,3296,25.3915,1.0,17,-0.132062,6.0,-2.57849,23.2572,5.53591160221,12.0202522425,18000,335.2792171686888,0.00677926,0.0,0.442708,-0.0330874,-0.0393571,24.1306,-0.447186,0.00518485,0.498708689344,-0.126809,0.0662074,-0.679253,-0.992273,0.61430967412889,-0.155334,5.53591160221,1.0,24.4977,-0.0455959,23.3673,103.294,-0.0468895,5.0,-0.139519,0.422073,4.0,4.0,19.616235392168164,12.0,0.0032357,-0.159864,-0.172094,104.0,0.601958,196,0.00346582,0.22977,0.987439
0.0,1.1351469000801444,1.0,17.406133259646595,20.7046632124,18873,22.4617,4.0,3489,26.0177,1.0,18,-0.139449,15.0,-1.23989,23.1596,13.2631578947,10.8652046716,19000,354.3938359450549,-0.0422117,0.0,0.46713,-0.151456,-0.171345,24.5649,-0.219224,0.00117907,0.848658710347,-0.134562,0.0253282,-0.683364,-0.998963,0.6369084464386106,0.0222347,13.2631578947,1.0,25.6704,-0.244338,23.7671,91.4911,-0.0386214,12.0,-0.159529,0.483539,4.0,4.0,19.17818860616535,12.0,0.0181169,0.0190942,0.0178166,72.0,0.586797,193,0.00530323,0.199545,0.992053
0.0,1.0722151063382626,1.0,16.894826437346637,21.5913978495,19873,23.2098,4.0,3675,25.6147,1.0,19,-0.133839,16.0,-1.07778,23.8463,13.7534246575,11.6750230219,20000,372.99316467065364,0.0330893,0.0,0.287594,0.0314357,0.0192663,24.5138,-0.500461,0.00330814,1.03077071734,-0.131692,0.0155392,-0.687909,-0.991154,0.6278496654704213,-0.0139596,13.7534246575,1.0,24.9924,0.013141,23.8491,80.7716,0.00547674,12.0,-0.136855,0.264714,4.0,4.0,18.59489120915532,8.0,0.00269784,-0.0176695,-0.0266902,84.0,0.584451,186,0.000959652,0.0980264,0.987549
0.0,1.076728267595172,1.0,18.468037301674485,22.4719101124,20873,22.6295,4.0,3853,25.487,1.0,20,-0.13088,6.0,-0.930114,23.1751,6.0,11.9475350169,21000,393.293881454505,-0.0055245,0.0,0.438443,-0.0107067,-0.0193907,24.361,-0.508891,0.00109226,0.0,-0.126749,0.0615559,-0.682169,-0.992553,0.6506174737587571,0.142852,6.0,1.0,24.9344,-0.0350624,23.6881,85.486,0.0301962,6.0,-0.133496,0.472366,4.0,4.0,20.195383043028414,12.0,0.00636846,0.14033,0.139068,68.0,0.592904,178,0.00216134,0.0924679,0.994112
0.0,1.1825667768716812,1.0,17.295828666538,20.6839378238,21873,22.6407,4.0,4046,25.514,1.0,21,-0.140879,7.0,-0.871497,23.4296,6.7972972973,10.1771154966,22000,412.30820476822555,-0.00892829,0.0,0.213907,0.169945,0.14539,24.3308,-0.256229,0.000685087,0.402012831909,-0.138623,0.0083446,-0.650162,-0.994205,0.6372148673981428,0.103738,6.7972972973,1.0,25.002,0.138014,23.6252,74.6696,0.0182102,6.0,-0.148238,0.275153,4.0,4.0,19.115610310807824,12.0,0.00696567,0.102887,0.101665,52.0,0.593502,193,0.00231757,0.174047,0.991937
0.0,1.0814822791144252,1.0,16.303321483545005,21.8797814208,22873,22.366,4.0,4229,25.6694,1.0,22,-0.142245,38.0,-3.71891,23.2298,20.5918367347,12.168524117,23000,430.35245462693274,0.0182309,0.0,0.480038,0.116956,0.104694,24.4434,-0.358299,0.00026081,4.37487430652,-0.140842,0.0893945,-0.704336,-0.988826,0.6442789789289236,0.00668664,20.5918367347,1.0,24.6508,0.10098,23.6182,89.1664,0.0483047,16.0,-0.147438,0.420568,4.0,4.0,18.029082741588354,12.0,0.00278276,0.00544597,0.0049318,60.0,0.591189,183,0.00157321,0.310568,0.993514
0.0,1.0966021148487926,1.0,16.899522270075977,21.956043956,23873,22.8813,4.0,4411,26.122,1.0,23,-0.126044,8.0,-0.929047,23.5046,7.35766423358,10.7375402753,24000,448.953716089949,0.0446643,0.0,0.296391,0.00815586,0.00318689,24.409,-0.516892,0.00191723,0.479312559398,-0.121254,0.0184128,-0.67717,-0.990753,0.6343451626598835,-0.078602,7.35766423358,1.0,25.5932,-0.00320641,23.7801,94.2916,-0.028286,7.0,-0.133706,0.302497,4.0,4.0,18.630469547584653,12.0,0.00241928,-0.0813157,-0.0858866,64.0,0.583173,182,0.00378115,0.0972849,0.985159
0.0,1.0680631287395954,1.0,17.654462326318026,22.5536723164,24873,22.848,4.0,4588,26.3894,1.0,24,-0.137629,13.0,-1.43835,23.3947,11.7764705882,11.6089143891,25000,468.340897988528,0.123929,0.0,0.300291,-0.0746404,-0.0802643,24.3986,-0.390898,0.000683723,0.709207852852,-0.132511,0.0415835,-0.688325,-0.9933,0.6343639530241489,0.0279995,11.7764705882,1.0,25.8534,-0.0953663,23.86,88.4645,0.0181438,11.0,-0.142178,0.296439,4.0,4.0,19.35688940808177,12.0,0.00430662,0.0263993,0.0255785,64.0,0.588893,177,0.0021899,0.153819,0.998168
0.0,1.0985164539888501,1.0,20.847797197289765,22.88,25873,22.3822,4.0,4763,24.7387,1.0,25,-0.134585,8.0,-0.793855,22.8305,7.84375,13.7014034735,26000,491.1440638639033,0.164156,0.0,0.220958,0.0401557,0.027794,24.2298,-0.474134,0.000674468,0.363092188707,-0.131287,0.0653931,-0.673434,-0.994059,0.6730754124000669,-0.0699639,7.84375,1.0,24.2605,0.0242787,23.7907,112.004,-0.0476895,7.0,-0.141551,0.22854,4.0,4.0,22.619389063678682,12.0,0.00321918,-0.0712229,-0.0719996,104.0,0.58518,175,0.00269165,0.0993187,0.990432
0.0,1.2830372713506222,1.0,21.567697199061513,22.6214689266,26873,22.4518,4.0,4940,26.2218,1.0,26,-0.137908,21.0,-1.0393,23.3073,17.1525423729,12.3744858749,27000,514.4497122196481,-0.130703,0.0,0.419591,-0.0644781,-0.0707935,24.7197,-0.415091,0.000558649,1.89391138019,-0.134208,0.0474124,-0.70647,-0.995599,0.6705650025978684,-0.00640086,17.1525423729,1.0,25.1356,-0.0766384,23.8178,92.0724,0.00447449,15.0,-0.14322,0.399162,4.0,4.0,23.521299473010004,12.0,0.002224,-0.00741836,-0.0086945,80.0,0.598756,177,0.0014943,0.105191,0.987439
0.0,1.067690278403461,1.0,17.50448217522353,21.6,27873,22.6609,4.0,5125,25.6931,1.0,27,-0.133386,13.0,-0.805312,22.9002,11.5287356322,11.3457695414,28000,533.7560290396214,0.219017,0.0,0.458087,-0.00497598,-0.010995,23.9782,-0.504639,0.000539565,0.603420907973,-0.130941,0.133409,-0.678776,-0.994102,0.6528397714719176,-0.0242353,11.5287356322,1.0,25.4478,-0.0163395,23.6059,104.938,0.0228508,11.0,-0.135432,0.394277,4.0,4.0,19.225012225098908,12.0,0.00334276,-0.0258737,-0.0264845,80.0,0.589354,185,0.0015367,0.0883122,0.986754
0.0,1.149070561863482,1.0,18.350515878759325,22.0,28873,23.2144,4.0,5307,26.0552,1.0,28,-0.132153,6.0,-0.921378,23.8322,6.0,11.4431226047,29000,553.9893380096182,0.065752,0.0,0.256822,-0.0171403,-0.0249407,24.4221,-0.490881,0.00416379,0.0,-0.131733,0.0154919,-0.692044,-0.996302,0.6410497045144439,-0.121556,6.0,1.0,25.4095,-0.0289837,23.814,103.566,0.0232284,6.0,-0.133691,0.263966,4.0,4.0,20.14063614513725,12.0,0.00190123,-0.125807,-0.134218,88.0,0.58208,182,0.00046304,0.0865038,0.991863
0.0,1.2424467410892248,1.0,17.30312060751021,21.8360655738,29873,21.8714,4.0,5490,25.8028,1.0,29,-0.143167,7.0,-2.0535,22.7122,6.5,11.525946488,30000,573.1650913013145,-0.150881,0.0,0.325361,-0.119708,-0.13514,24.6329,-0.293924,0.00123302,0.5,-0.142149,0.110091,-0.681455,-0.992445,0.6481255777180195,-0.104932,6.5,1.0,24.6457,-0.17767,23.6308,93.6705,-0.0488814,6.0,-0.146659,0.372431,4.0,4.0,19.193692926317453,12.0,0.0130498,-0.106908,-0.109246,92.0,0.586693,183,0.000899077,0.221828,0.998686
0.0,1.224725871346891,1.0,16.82942594587803,21.7826086957,30873,22.1939,4.0,5674,26.0171,1.0,30,-0.13584,9.0,-1.29359,22.9593,8.57264957265,11.1723903547,31000,598.4394062245265,-0.0784143,0.0,0.395478,-0.104067,-0.117673,24.3369,-0.323082,0.00155554,0.494693884735,-0.132742,0.028777,-0.666417,-0.995397,0.6324240732938051,0.0640972,8.57264957265,1.0,25.0254,-0.161801,23.4804,97.5035,-0.0162558,8.0,-0.139651,0.402236,4.0,4.0,18.686575890518725,12.0,0.0131404,0.0589164,0.05763,72.0,0.581326,184,0.00204791,0.173247,0.9983
0.0,7.812743752263486,1.0,18.500513706356287,21.8461538462,31873,22.7006,4.0,5856,25.5169,1.0,31,-0.130203,12.0,-1.14884,23.3607,11.043956044,12.0264571683,32000,618.7370578721166,-0.0200877,0.0,0.250252,0.0834787,0.0618741,24.5193,-0.413109,0.00228459,0.552955851666,-0.127546,0.0136015,-0.679793,-0.992451,0.6272942684590816,0.0331828,11.043956044,1.0,24.7588,0.0559839,23.7776,90.9745,0.00747171,10.0,-0.132738,0.253577,4.0,4.0,26.940551727078855,8.0,0.00543341,0.0300128,0.0248165,84.0,0.601161,182,0.00135209,0.127633,0.994231
0.0,1.170343209989369,1.0,16.772870381362736,23.2138728324,32873,22.5586,4.0,6029,26.1607,1.0,32,-0.133054,7.0,-1.09735,23.3508,6.85616438356,12.7413320202,33000,637.2472455659881,-0.0647775,0.0,0.28949,0.0332171,0.0199235,24.8074,-0.480152,0.00510125,0.350922971437,-0.130313,0.0222907,-0.683335,-0.996868,0.6315718619152904,0.106525,6.85616438356,1.0,25.2731,-0.0110351,24.0147,93.3419,0.0283222,6.0,-0.139983,0.292723,4.0,4.0,18.574785453267395,12.0,0.010873,0.0992463,0.0933609,88.0,0.579375,173,0.00247208,0.10321,0.988437
0.0,1.1061227032914758,1.0,17.18004450853914,22.5988700565,33873,22.2845,4.0,6206,25.1235,1.0,33,-0.137095,10.0,-0.953178,22.965,8.99107142857,13.5539348997,34000,656.3845264352858,0.0683667,0.0,0.281868,0.106273,0.095621,24.2092,-0.356221,0.0106371,0.211099828885,-0.135702,0.0201414,-0.672186,-0.996813,0.66721954010427,0.0605452,8.99107142857,1.0,24.7108,0.0809125,23.6229,82.8019,0.0609456,8.0,-0.139102,0.324981,4.0,4.0,18.953386751934886,12.0,0.00781212,0.0442687,0.0270367,120.0,0.590797,177,0.000766868,0.139514,0.995157
0.0,1.2901510447263718,1.0,17.788971656933427,22.2444444444,34873,22.2802,4.0,6386,26.0267,1.0,34,-0.132987,10.0,-1.11427,23.101,9.17272727273,13.4472724298,35000,675.9967615548521,-0.0704526,0.0,0.314502,0.0684733,0.0469036,24.7101,-0.427657,0.0013846,0.378011325205,-0.129105,0.0222511,-0.679073,-0.993914,0.6244592415168881,-0.0455734,9.17272727273,1.0,25.2525,0.0112202,23.9061,70.2115,-0.0258424,9.0,-0.135465,0.323413,4.0,4.0,19.703581943176687,8.0,0.0178734,-0.0480888,-0.0501102,84.0,0.590884,180,0.00202893,0.109374,0.982431
0.0,1.1992813283577561,1.0,19.403735709376633,23.9760479042,35873,19.7083,4.0,6553,28.2177,1.0,35,-0.138736,13.0,-2.14105,20.2395,12.1686746988,13.6999287973,36000,697.283957298845,0.0624816,0.0,0.899313,-0.0374341,-0.0437838,23.9946,-0.455395,0.0037579,0.67340668012,-0.137648,0.0426999,-0.703489,-0.996448,0.6507318057119846,0.0266274,12.1686746988,1.0,27.401,-0.0509005,23.3237,83.3915,-0.0571041,11.0,-0.13984,0.844734,4.0,4.0,21.253748843446374,12.0,0.00439196,0.0212371,0.0144894,72.0,0.570675,167,0.00069779,0.169859,0.991312
0.0,1.2334663309156895,1.0,18.709050932899117,23.8333333333,36873,21.6826,4.0,6721,26.2809,1.0,36,-0.131463,9.0,-1.00064,22.5282,8.17886178862,13.3477600523,37000,717.7820113506168,-0.0736538,0.0,0.448391,0.0436107,0.0245122,24.8282,-0.479289,0.0037876,0.383236544696,-0.131416,0.0297893,-0.670025,-0.995338,0.6362657193094492,-0.0599784,8.17886178862,1.0,25.3352,0.0146148,24.0296,89.8507,0.0293141,8.0,-0.131607,0.409538,4.0,4.0,20.578782983124256,12.0,0.00625166,-0.0642814,-0.0735918,80.0,0.585235,168,4.01014e-05,0.101706,0.993881
0.0,1.153085802681744,1.0,21.339044137857854,22.5310734463,37873,22.9561,4.0,6898,28.0999,1.0,37,-0.134673,6.0,-2.88328,23.3972,6.0,11.7261789057,38000,741.2301374459639,0.244983,0.0,0.539718,-0.0599371,-0.0718177,24.4251,-0.385112,0.0106777,0.0,-0.134121,0.128852,-0.687952,-0.99354,0.6609738115221262,-0.134915,6.0,1.0,27.6445,-0.118288,24.0209,70.7701,-0.0318625,6.0,-0.136706,0.523191,4.0,4.0,23.153103752061725,12.0,0.0145831,-0.145667,-0.165514,104.0,0.593636,177,0.000653309,0.225319,0.995103
0.0,1.4484055610373616,1.0,20.11886660195887,20.345177665,38873,21.5057,4.0,7095,26.9598,1.0,38,-0.154123,7.0,-1.65694,22.4522,6.77702702703,11.9271323837,39000,763.1889193430543,-0.106853,0.0,0.390911,-0.134713,-0.154117,24.4809,-0.267907,0.00304618,0.416240346791,-0.151359,0.0393482,-0.67545,-0.99488,0.6415103189647198,0.106521,6.77702702703,1.0,26.3747,-0.223648,23.5859,99.9285,-0.0188254,6.0,-0.161086,0.458027,4.0,4.0,22.208782481960952,12.0,0.0240132,0.101558,0.0961765,72.0,0.595324,197,0.0021705,0.211093,0.990043
0.0,1.1989837000146508,1.0,16.564272107556462,22.0552486188,39873,22.8725,4.0,7276,26.1309,1.0,39,-0.141336,7.0,-1.47618,23.692,7.0,11.3106431845,40000,781.5786613598466,-0.10266,0.0,0.403597,0.118263,0.105103,24.7384,-0.354888,0.00394078,0.0,-0.139825,0.0418912,-0.67535,-0.992144,0.6446408471092582,0.0958253,7.0,1.0,25.3381,0.0955943,23.868,69.5237,0.038355,7.0,-0.142713,0.385214,4.0,4.0,18.40789665468037,12.0,0.00450938,0.0909587,0.0840479,68.0,0.580091,181,0.000663353,0.162957,0.994511
0.0,1.1810580575838685,1.0,18.514731923118234,22.8045977011,40873,22.8359,4.0,7450,27.6703,1.0,40,-0.133072,8.0,-1.19215,23.9716,7.41481481481,11.9710753706,41000,801.9241337925196,-0.155313,0.0,0.399557,0.102125,0.0901518,25.1315,-0.363964,0.00228088,0.492690048839,-0.130166,0.0769091,-0.670619,-0.996399,0.6357148801907897,-0.0740872,7.41481481481,1.0,26.3761,0.0812507,24.1794,98.4767,-0.00997812,7.0,-0.135452,0.380692,4.0,4.0,20.331504860892892,12.0,0.00555981,-0.0773422,-0.0813694,76.0,0.584444,174,0.00147923,0.153214,0.983883
