Log Pis Mean,Test Actions Mean,Exploration Returns Max,V Predictions Mean,Test Actions Std,VF Loss,Policy log std Mean,QF Loss,Q Predictions Min,Policy mu Std,Policy mu Min,Test Actions Min,V Predictions Min,Test Rewards Mean,Q Predictions Mean,Test Returns Max,Exploration Rewards Mean,Number of env steps total,Q Predictions Max,Total Train Time (s),Policy log std Std,Number of train steps total,Exploration Rewards Min,Test Returns Std,Policy log std Max,Test Rewards Max,Train Time (s),Q Predictions Std,Exploration Returns Min,Test Returns Min,V Predictions Std,AverageReturn,Policy log std Min,Policy mu Mean,Exploration Rewards Std,Exploration Actions Max,Log Pis Std,Exploration Rewards Max,Test Rewards Std,Exploration Actions Std,Sample Time (s),Test Rewards Min,(Previous) Eval Time (s),V Predictions Max,Exploration Returns Mean,Exploration Returns Std,Log Pis Max,Epoch,Policy mu Max,Epoch Time (s),Test Actions Max,Log Pis Min,Test Returns Mean,Policy Loss,Exploration Actions Mean,Number of rollouts total,Exploration Actions Min,Num Paths
-0.640615,-0.899853,1700.0,413.938,0.045325,5.1682,-0.151441,31832.1,408.231,0.0253131,-0.385329,-0.95694,405.408,1.0,415.254,3.0,100.0,89000,427.585,1210.38803908322,0.00895397,88873,100.0,0.0,-0.136874,1.0,13.839120869524777,3.01047,300.0,3.0,2.711,3.0,-0.164072,-0.31624,0.0,0.992589,0.418201,100.0,0.0,0.587071,0.5575797213241458,1.0,1.2073724120855331,426.584,522.395833333,280.380116953,0.0531747,88,-0.262877,15.604073002934456,-0.844708,-1.74634,3.0,1.72233,-0.0858584,20648,-0.993062,192
0.774783,0.172034,1900.0,433.335,0.0170841,2.79589,-0.502841,31622.9,412.974,0.20402,-2.04519,0.14814,424.064,1.0,427.553,6.0,100.0,90000,448.092,1225.2740011168644,0.0527075,89873,100.0,0.184224148541,-0.454355,1.0,13.133226382546127,6.26314,200.0,5.0,3.7697,5.0351758794,-0.713323,-1.39031,0.0,0.997159,1.04489,100.0,0.0,0.656675,0.5600289860740304,1.0,1.2207086319103837,457.445,431.034482759,232.458299228,2.73571,89,-1.22737,14.913964000530541,0.218282,-2.50851,5.0351758794,1.25684,-0.0963423,20880,-0.993404,232
-0.691409,0.268122,2100.0,424.645,0.0158302,0.972749,-0.137485,38648.0,415.583,0.0513726,0.078231,0.244275,416.848,1.0,423.396,4.0,100.0,91000,433.543,1240.467726206407,0.00839376,90873,100.0,0.0,-0.117714,1.0,13.43439325504005,2.01021,200.0,4.0,2.03976,4.0,-0.146494,0.163407,0.0,0.994427,0.202378,100.0,0.0,0.600054,0.5522379232570529,1.0,1.1935404725372791,435.112,538.918918919,326.320881572,-0.205363,90,0.280019,15.180171650834382,0.285691,-1.33851,4.0,-0.290992,0.0930768,21065,-0.989421,185
-0.61477,0.861881,1200.0,421.417,0.00872932,0.829437,-0.130882,31448.9,409.719,0.0191983,0.239062,0.849089,411.323,1.0,419.925,3.0,100.0,92000,428.036,1256.0004040291533,0.00761299,91873,100.0,0.0,-0.108412,1.0,13.706756995990872,2.34832,200.0,3.0,2.23342,3.0,-0.141672,0.287263,0.0,0.992791,0.350563,100.0,0.0,0.68849,0.5584645150229335,1.0,1.2077272925525904,429.186,399.203187251,191.240869766,0.0478134,91,0.332913,15.472948803566396,0.870112,-1.76179,3.0,-0.47431,0.0868465,21316,-0.996901,251
0.450489,0.365494,2100.0,425.907,0.00701738,0.981165,-0.468262,32812.7,406.417,0.0318237,1.24515,0.35347,411.519,1.0,422.108,4.0,100.0,93000,430.457,1271.613421854563,0.0186986,92873,100.0,0.0,-0.442028,1.0,13.811408295296133,4.65731,200.0,4.0,3.36001,4.0,-0.539106,1.29663,0.0,0.99129,1.10012,100.0,0.0,0.665943,0.5723271705210209,1.0,1.2683550724759698,436.283,398.4,208.416506064,1.6874,92,1.42203,15.652090538293123,0.373435,-3.29674,4.0,0.492111,0.100218,21566,-0.993743,250
-0.609976,0.461288,1200.0,418.021,0.0202309,0.959981,-0.156332,25817.8,408.628,0.0249506,0.320583,0.436123,410.591,1.0,416.816,4.0,100.0,94000,426.013,1286.7533893287182,0.00821387,93873,100.0,0.495748011795,-0.130494,1.0,13.343016638420522,3.87392,200.0,3.0,3.43104,3.43493150685,-0.162545,0.367991,0.0,0.997027,0.450671,100.0,0.0,0.572358,0.5733005879446864,1.0,1.229867685586214,427.805,412.396694215,192.663045874,0.173396,93,0.413122,15.146184911951423,0.493151,-2.23805,3.43493150685,-0.39886,0.33148,21808,-0.993799,242
-0.527937,-0.174791,1800.0,417.57,0.0210264,1.50702,-0.184908,27349.2,403.013,0.0397959,0.405114,-0.212354,403.996,1.0,417.607,5.0,100.0,95000,423.581,1302.3305671401322,0.0065579,94873,100.0,0.0,-0.168136,1.0,13.786338534206152,2.04131,300.0,5.0,1.95756,5.0,-0.197421,0.46828,0.0,0.992996,0.512773,100.0,0.0,0.587223,0.5583248622715473,1.0,1.2245981441810727,423.072,493.62745098,293.572615915,0.294043,94,0.563729,15.569261540658772,-0.154803,-1.86022,5.0,0.743596,-0.197849,22012,-0.995653,204
-0.710239,-0.539562,2000.0,425.063,0.0156852,0.285465,-0.137573,30350.7,412.614,0.02836,-0.309074,-0.558164,412.691,1.0,424.774,3.0,100.0,96000,432.846,1317.5426801778376,0.00678314,95873,100.0,0.0,-0.122234,1.0,13.360439936630428,2.67364,300.0,3.0,2.69451,3.0,-0.144946,-0.202393,0.0,0.988048,0.240249,100.0,0.0,0.551721,0.5721018547192216,1.0,1.232996752485633,433.021,473.45971564,237.596320279,-0.148291,95,-0.155582,15.165538543835282,-0.518424,-1.51604,3.0,0.380464,-0.263185,22223,-0.990478,211
-0.352618,-0.587785,1300.0,421.547,0.031626,0.645025,-0.231562,30819.2,410.396,0.0438371,-0.79361,-0.632403,411.156,1.0,419.392,3.0,100.0,97000,425.143,1333.2113720318303,0.00917718,96873,100.0,0.0,-0.212651,1.0,13.786808128468692,2.12989,200.0,3.0,1.48441,3.0,-0.241928,-0.616634,0.0,0.985372,0.62197,100.0,0.0,0.48592,0.5936378482729197,1.0,1.2803217424079776,426.659,363.868613139,161.112682946,0.559215,96,-0.573129,15.66076771914959,-0.559697,-2.91508,3.0,-0.459641,-0.51589,22497,-0.994759,274
-0.297462,0.474197,1100.0,426.937,0.0141435,3.39162,-0.259793,34112.9,420.587,0.0430236,-0.770638,0.46079,422.224,1.0,425.671,3.0,100.0,98000,433.01,1349.043724089861,0.0115033,97873,100.0,0.0,-0.23899,1.0,13.787848619744182,1.4218,200.0,3.0,1.39817,3.0,-0.273537,-0.703918,0.0,0.997054,0.716343,100.0,0.0,0.665834,0.5827537076547742,1.0,1.2893261825665832,432.997,359.856630824,131.3071076,0.739973,97,-0.625849,15.659928509965539,0.494552,-2.15959,3.0,0.183992,0.274689,22776,-0.991758,279
-0.471087,-0.838341,1600.0,426.532,0.0116643,2.05304,-0.192361,36687.5,410.181,0.0159342,0.498376,-0.847644,414.051,1.0,424.285,3.0,100.0,99000,438.752,1364.5957209896296,0.00996489,98873,100.0,0.0,-0.171856,1.0,13.699304439127445,2.86937,200.0,3.0,2.76899,3.0,-0.203678,0.526791,0.0,0.994851,0.545466,100.0,0.0,0.690965,0.5858161356300116,1.0,1.4623513966798782,441.117,374.531835206,164.974365043,0.422421,98,0.56431,15.747471971437335,-0.821417,-1.74876,3.0,-0.655723,0.104692,23043,-0.987265,267
0.233201,0.219045,1400.0,419.739,0.00862565,0.313368,-0.429778,32672.0,396.406,0.0599248,-1.3101,0.208318,400.448,1.0,416.902,5.0,100.0,100000,433.335,1380.0152259785682,0.0311296,99873,100.0,0.0,-0.380955,1.0,13.616829795762897,6.34329,200.0,5.0,5.30058,5.0,-0.469219,-1.17688,0.0,0.994385,1.08956,100.0,0.0,0.601963,0.5734153222292662,1.0,1.2677264250814915,437.674,474.761904762,225.052777887,1.47458,99,-1.05252,15.457971543073654,0.230198,-3.73816,5.0,0.149333,-0.0441033,23253,-0.994796,210
