Log Pis Mean,Test Actions Mean,Exploration Returns Max,V Predictions Mean,Test Actions Std,VF Loss,Policy log std Mean,QF Loss,Q Predictions Min,Policy mu Std,Policy mu Min,Test Actions Min,V Predictions Min,Test Rewards Mean,Q Predictions Mean,Test Returns Max,Exploration Rewards Mean,Number of env steps total,Q Predictions Max,Total Train Time (s),Policy log std Std,Number of train steps total,Exploration Rewards Min,Test Returns Std,Policy log std Max,Test Rewards Max,Train Time (s),Q Predictions Std,Exploration Returns Min,Test Returns Min,V Predictions Std,AverageReturn,Policy log std Min,Policy mu Mean,Exploration Rewards Std,Exploration Actions Max,Log Pis Std,Exploration Rewards Max,Test Rewards Std,Exploration Actions Std,Sample Time (s),Test Rewards Min,(Previous) Eval Time (s),V Predictions Max,Exploration Returns Mean,Exploration Returns Std,Log Pis Max,Epoch,Policy mu Max,Epoch Time (s),Test Actions Max,Log Pis Min,Test Returns Mean,Policy Loss,Exploration Actions Mean,Number of rollouts total,Exploration Actions Min,Num Paths
-0.375795,-0.829617,2300.0,416.631,0.0599739,0.873273,-0.196096,28812.0,405.031,0.0270627,0.575864,-0.909562,405.806,1.0,415.837,3.0,100.0,43000,436.742,563.0768374847248,0.00192834,42873,100.0,0.0,-0.192974,1.0,12.472419242374599,3.99871,300.0,3.0,4.46668,3.0,-0.202029,0.607682,0.0,0.993256,0.664777,100.0,0.0,0.601181,0.5384100172668695,1.0,1.0601197481155396,438.32,503.51758794,298.972593225,0.517253,42,0.706929,14.070949007757008,-0.762709,-2.10937,3.0,0.222314,0.0772501,10149,-0.996697,199
0.152531,0.371792,1800.0,410.58,0.0578504,0.65266,-0.398774,27235.8,341.202,0.160958,-1.65839,0.304323,341.979,1.0,408.195,4.0,100.0,44000,440.814,576.7377297012135,0.0270177,43873,100.0,0.194842016504,-0.375291,1.0,12.019829853437841,12.9278,200.0,3.0,11.274,3.9604743083,-0.479045,-1.11502,0.0,0.993534,1.21811,100.0,0.0,0.723335,0.5575437853112817,1.0,1.3286701384931803,442.108,362.408759124,169.615389518,2.19765,43,-0.987126,13.906043777242303,0.462363,-4.00091,3.9604743083,-0.513572,-0.0540378,10423,-0.995425,274
-0.474218,0.251683,1600.0,408.087,0.0713141,1.12705,-0.171732,30890.9,380.839,0.0780458,0.267998,0.160608,382.159,1.0,408.288,4.0,100.0,45000,425.218,591.327739847824,0.0201405,44873,100.0,0.0,-0.123629,1.0,12.972110728733242,7.92898,200.0,4.0,7.34116,4.0,-0.198309,0.454858,0.0,0.993025,0.53757,100.0,0.0,0.60013,0.5521051529794931,1.0,1.0839104112237692,424.672,417.5,209.826317066,0.313027,44,0.533444,14.608126292936504,0.354938,-1.79984,4.0,0.635094,0.286775,10663,-0.995911,240
-0.553836,0.373854,2400.0,411.999,0.107886,1.62353,-0.147471,25152.5,398.061,0.111942,-0.0628872,0.248822,396.866,1.0,412.558,4.0,100.0,46000,425.859,605.2790081892163,0.0190179,45873,100.0,0.0,-0.0865808,1.0,12.319547085091472,3.72338,300.0,4.0,3.73804,4.0,-0.165617,0.307204,0.0,0.99452,0.383165,100.0,0.0,0.607558,0.5397475948557258,1.0,1.0663297306746244,425.687,537.43315508,321.410393817,0.15594,45,0.414595,13.925624410621822,0.524285,-1.64769,4.0,0.822309,-0.0145992,10850,-0.996228,187
-0.628408,-0.00894313,2500.0,421.018,0.0219309,1.02893,-0.159639,24319.9,401.311,0.125794,0.228894,-0.0334152,402.397,1.0,419.45,13.0,100.0,47000,444.78,619.21837535128,0.00939123,46873,100.0,0.680448531545,-0.146015,1.0,12.370799235999584,6.67766,200.0,11.0,7.09843,11.9642857143,-0.182761,0.336346,0.0,0.991386,0.383523,100.0,0.0,0.625711,0.5469000255689025,1.0,1.0926497280597687,447.148,448.430493274,278.182366489,0.521787,46,0.680446,14.010348989628255,0.0307151,-1.88348,11.9642857143,-0.526605,-0.193226,11073,-0.994417,223
-0.658323,0.471907,1600.0,419.084,0.0142787,6.14412,-0.134408,38322.9,397.485,0.107586,-0.0560118,0.456168,402.094,1.0,417.072,4.0,100.0,48000,430.122,633.5827186442912,0.00681525,47873,100.0,0.330276841887,-0.126286,1.0,12.71174521651119,5.16985,300.0,3.0,4.71861,3.1246105919,-0.146645,0.0595792,0.0,0.988822,0.164183,100.0,0.0,0.598712,0.5412579821422696,1.0,1.0218674894422293,433.649,477.511961722,245.770989019,-0.0692375,47,0.281718,14.274870688095689,0.512179,-0.974811,3.1246105919,-0.955846,0.129347,11282,-0.989119,209
-0.481505,0.48157,1500.0,413.318,0.0330443,1.07435,-0.193015,35436.6,383.453,0.0405406,0.447129,0.436743,383.032,1.0,412.84,4.0,100.0,49000,435.87,647.347867176868,0.00707838,48873,100.0,0.387587716321,-0.185119,1.0,12.130196865648031,6.20119,300.0,3.0,6.48097,3.18412698413,-0.211186,0.494823,0.0,0.98743,0.579032,100.0,0.0,0.581231,0.5395893026143312,1.0,1.1118927719071507,436.573,535.294117647,263.73559543,0.446306,48,0.600213,13.781678940169513,0.545164,-2.02811,3.18412698413,0.408912,0.0483745,11469,-0.997919,187
-0.51636,0.480966,1500.0,415.274,0.0808676,0.276535,-0.191534,32908.1,398.319,0.0790222,0.316274,0.366176,398.258,1.0,414.204,4.0,100.0,50000,448.776,661.4805710827932,0.0169859,49873,100.0,0.0,-0.163282,1.0,12.53501062002033,8.13838,200.0,4.0,8.7095,4.0,-0.238175,0.474967,0.0,0.989071,0.586044,100.0,0.0,0.626675,0.533979325555265,1.0,1.095974455587566,451.478,456.621004566,231.116997229,0.379215,49,0.648153,14.16496440116316,0.590692,-2.37205,4.0,-0.192138,-0.143618,11688,-0.994564,219
-0.572668,-0.267566,1600.0,414.835,0.0423935,0.402823,-0.17251,31569.8,395.207,0.129265,0.283505,-0.333248,395.1,1.0,413.466,4.0,100.0,51000,429.721,675.4082820890471,0.0255255,50873,100.0,0.0,-0.145317,1.0,12.320470861159265,6.33467,300.0,4.0,6.91964,4.0,-0.240637,0.413451,0.0,0.992573,0.518515,100.0,0.0,0.587125,0.5323961675167084,1.0,1.0641575390473008,430.372,471.563981043,241.729392063,0.716097,50,0.783865,13.917024567723274,-0.216998,-1.9481,4.0,-0.380143,-0.210434,11899,-0.99784,211
-0.646884,0.306912,1100.0,426.587,0.0421657,0.331076,-0.163111,28843.1,413.207,0.0471614,-0.461463,0.251478,413.759,1.0,425.565,4.0,100.0,52000,455.393,688.9826176995412,0.00389619,51873,100.0,0.0,-0.156292,1.0,11.92789145372808,5.80274,200.0,4.0,5.96397,4.0,-0.174849,-0.31179,0.0,0.99528,0.3465,100.0,0.0,0.48284,0.5492621036246419,1.0,1.0754257030785084,456.644,370.110701107,133.473281583,0.0378338,51,-0.22164,13.55257926043123,0.36418,-1.70842,4.0,-0.110383,0.477353,12170,-0.977127,271
-0.614387,0.786776,1600.0,418.506,0.0602029,2.08306,-0.146714,28611.2,405.189,0.0655028,0.171591,0.72397,407.446,1.0,416.627,3.0,100.0,53000,424.417,702.7173107741401,0.0108807,52873,100.0,0.0,-0.125609,1.0,12.108216468244791,3.37088,300.0,3.0,3.60132,3.0,-0.158973,0.309096,0.0,0.993537,0.38018,100.0,0.0,0.621827,0.5281775053590536,1.0,1.0974395908415318,426.534,470.422535211,232.597720105,0.110612,52,0.381637,13.733833564445376,0.8697,-1.33077,3.0,-0.597353,-0.105645,12383,-0.998182,213
0.0246181,-0.100263,2000.0,422.919,0.0165902,1.13079,-0.337732,27661.6,406.832,0.119644,0.888467,-0.131347,408.148,1.0,421.816,7.0,100.0,54000,441.694,717.1838733311743,0.0262871,53873,100.0,0.0,-0.314004,1.0,12.832429409958422,2.98822,200.0,7.0,2.88479,7.0,-0.433988,1.00637,0.0,0.998226,1.1639,100.0,0.0,0.639521,0.5460002701729536,1.0,1.0987570621073246,442.502,458.986175115,252.042138223,1.75848,53,1.41303,14.4771867422387,-0.0819332,-4.1587,7.0,0.783222,0.0656284,12600,-0.991252,217
-0.689485,-0.859189,3900.0,411.496,0.0680889,0.786707,-0.131606,29419.3,384.799,0.0434332,-0.307809,-0.94973,384.148,1.0,410.895,3.0,100.0,55000,429.216,731.2283911379054,0.00667975,54873,100.0,0.0,-0.120331,1.0,12.345031538978219,4.23071,200.0,3.0,4.46823,3.0,-0.142163,-0.115871,0.0,0.984351,0.15582,100.0,0.0,0.566953,0.5396638810634613,1.0,1.0888085924088955,429.98,473.58490566,307.70050582,-0.189311,54,-0.0760789,13.973504012450576,-0.783368,-1.18668,3.0,0.103161,-0.248976,12812,-0.996952,212
0.376441,0.617073,1500.0,418.067,0.04505,2.39042,-0.380472,36506.1,391.929,0.328743,-2.07828,0.565169,395.46,1.0,416.979,3.0,100.0,56000,452.805,744.8356260219589,0.0511011,55873,100.0,0.0,-0.326106,1.0,11.95267235301435,8.06075,300.0,3.0,6.37176,3.0,-0.497102,-1.30026,0.0,0.997621,1.22095,100.0,0.0,0.626741,0.5387102840468287,1.0,1.1604541316628456,450.314,442.477876106,227.064884779,3.06175,55,-1.03623,13.651836768724024,0.677248,-4.02855,3.0,-0.204431,-0.134566,13038,-0.997232,226
-0.338507,-0.169973,1300.0,414.155,0.0304945,0.58929,-0.262176,27399.7,396.699,0.0726811,0.624713,-0.202658,397.734,1.0,413.273,5.0,100.0,57000,418.728,758.5602050982416,0.00708815,56873,100.0,0.0,-0.253026,1.0,12.099414468742907,3.29082,200.0,5.0,2.91613,5.0,-0.294204,0.704587,0.0,0.997465,0.736058,100.0,0.0,0.680806,0.5428468640893698,1.0,1.1163159674033523,419.202,387.596899225,170.956158276,1.10988,56,0.990487,13.758577300235629,-0.133135,-2.79712,5.0,0.0344114,0.153693,13296,-0.998007,258
-0.685102,0.0932876,1500.0,417.878,0.0272637,2.242,-0.148156,33819.3,404.421,0.0722327,-0.220125,0.0631805,404.449,1.0,418.533,7.0,100.0,58000,437.718,772.3491784958169,0.010996,57873,100.0,0.491396217121,-0.129927,1.0,12.13974982034415,4.70578,200.0,6.0,4.31247,6.4076433121,-0.166232,-0.136935,0.0,0.997218,0.253402,100.0,0.0,0.631431,0.5440002027899027,1.0,1.0829942300915718,436.12,378.03030303,162.048624362,-0.197103,57,0.0108021,13.766744253225625,0.146516,-2.10161,6.4076433121,0.978438,0.234922,13560,-0.993755,264
-0.678303,-0.00210081,1400.0,419.355,0.0125595,0.960991,-0.153086,35024.5,396.608,0.0487987,0.00899601,-0.0337843,398.978,1.0,418.704,68.0,100.0,59000,441.485,786.0090180793777,0.00406546,58873,100.0,8.81962098311,-0.14167,1.0,12.00003522541374,9.58406,200.0,26.0,8.95878,36.0,-0.160084,0.125133,0.0,0.997357,0.173709,100.0,0.0,0.625697,0.542198839597404,1.0,1.105541530996561,440.521,424.152542373,218.356054556,-0.245063,58,0.195407,13.647775596007705,0.0348051,-1.40425,36.0,0.216101,-0.218604,13796,-0.994949,236
-0.671746,-0.113425,2100.0,417.227,0.0320784,0.069744,-0.127549,33463.6,402.928,0.0234752,-0.0905575,-0.171133,403.629,1.0,416.631,6.0,100.0,60000,424.501,799.4979873308912,0.00315278,59873,100.0,0.0,-0.122712,1.0,11.851877079345286,2.55294,300.0,6.0,2.53272,6.0,-0.135249,0.012319,0.0,0.996229,0.100963,100.0,0.0,0.594459,0.5411127703264356,1.0,1.1181843308731914,425.278,541.621621622,313.390469797,-0.435211,59,0.0546711,13.511174180544913,-0.0824716,-0.797411,6.0,0.0754465,0.0346929,13981,-0.994651,185
-0.65391,0.205105,1800.0,418.092,0.0215088,1.73552,-0.129143,36948.5,331.877,0.038034,-0.304202,0.181017,332.276,1.0,416.479,5.0,100.0,61000,434.681,813.4705037195235,0.00500743,60873,100.0,0.0,-0.115774,1.0,12.325743665918708,8.2443,200.0,5.0,8.33682,5.0,-0.137633,-0.158615,0.0,0.993004,0.241051,100.0,0.0,0.606067,0.5410134522244334,1.0,1.097143397666514,436.162,500.502512563,248.512658533,-0.10585,60,-0.0846087,13.963900515809655,0.239347,-1.55863,5.0,-0.583686,-0.0833583,14180,-0.997291,199
-0.651257,0.29037,1900.0,422.432,0.0256437,1.54418,-0.129847,29182.3,413.599,0.0448492,0.051097,0.270944,414.714,1.0,420.513,4.0,100.0,62000,430.716,827.3345444938168,0.00291832,61873,100.0,0.0,-0.113913,1.0,12.168031688779593,2.33455,200.0,4.0,2.1563,4.0,-0.134237,0.177766,0.0,0.99629,0.221786,100.0,0.0,0.678824,0.5617544939741492,1.0,1.1057756720110774,430.79,392.1875,196.297516143,-0.0983412,61,0.248119,13.83556185476482,0.336189,-1.0035,4.0,-0.743736,-0.15702,14436,-0.996887,256
-0.58551,0.69799,1900.0,416.612,0.0741569,2.58291,-0.147603,33549.2,395.624,0.0610904,0.272326,0.605153,394.493,1.0,417.011,3.0,100.0,63000,426.534,841.1021521929651,0.00972457,62873,100.0,0.0,-0.12063,1.0,12.084363535046577,4.9617,300.0,3.0,3.96803,3.0,-0.159187,0.345696,0.0,0.993622,0.422197,100.0,0.0,0.598272,0.5433503976091743,1.0,1.1350037753582,424.866,499.0,280.17672994,0.398541,62,0.534192,13.762717708013952,0.789003,-1.42976,3.0,0.818642,0.146341,14636,-0.981877,200
-0.35439,-0.884549,1400.0,418.205,0.0189898,1.55216,-0.240067,31290.7,403.843,0.173609,0.498246,-0.907993,403.23,1.0,417.157,3.0,100.0,64000,450.383,855.1754214549437,0.0390697,63873,100.0,0.0,-0.185762,1.0,12.354935619980097,5.54292,200.0,3.0,4.77606,3.0,-0.295071,0.729809,0.0,0.994586,0.839169,100.0,0.0,0.568659,0.5671842880547047,1.0,1.140487477183342,453.803,365.328467153,142.713797076,1.034,63,1.17774,14.062607385218143,-0.860314,-3.40431,3.0,-0.261113,0.408177,14910,-0.996944,274
0.578568,-0.118484,1400.0,417.415,0.0479491,0.238615,-0.476032,31582.0,402.739,0.088846,-1.74195,-0.199738,406.158,1.0,413.962,6.0,100.0,65000,427.707,868.4466264909133,0.00934199,64873,100.0,0.420758740637,-0.459815,1.0,11.580477263778448,3.43375,200.0,5.0,2.52698,5.77011494253,-0.497312,-1.38992,0.0,0.991467,1.13605,100.0,0.0,0.628011,0.5426820563152432,1.0,1.151605167426169,430.628,400.803212851,184.105777146,2.2302,64,-1.28732,13.27476448751986,-0.0729634,-3.56462,5.77011494253,0.389231,-0.216375,15159,-0.996069,249
-0.66858,-0.590252,1800.0,416.795,0.0331997,1.68617,-0.13727,31322.3,390.129,0.0436902,-0.221755,-0.636738,390.53,1.0,415.759,3.0,100.0,66000,428.984,882.8337038196623,0.00916386,65873,100.0,0.0,-0.112467,1.0,12.677940039895475,4.33305,200.0,3.0,4.68983,3.0,-0.154772,-0.163139,0.0,0.987282,0.220024,100.0,0.0,0.594849,0.5443479428067803,1.0,1.1486479677259922,430.143,497.5,259.313998851,-0.185455,65,-0.0750776,14.370935950428247,-0.552068,-1.38399,3.0,-0.232733,-0.172973,15359,-0.991753,200
-0.38453,-0.0443597,2800.0,417.798,0.037805,1.78672,-0.23149,32984.0,400.197,0.0766821,-0.985194,-0.135548,402.837,1.0,415.613,8.0,100.0,67000,427.121,896.2837188495323,0.00592538,66873,100.0,0.08873285625,-0.219504,1.0,11.793353693559766,5.59267,200.0,7.0,3.91021,7.99206349206,-0.2506,-0.692981,0.0,0.995082,0.736916,100.0,0.0,0.605721,0.5488743903115392,1.0,1.165400424040854,427.346,391.015625,250.229082055,0.999598,66,-0.618102,13.507628507912159,-0.0119921,-2.88213,7.99206349206,-0.582735,-0.286392,15615,-0.998848,256
-0.664098,0.289891,2000.0,419.614,0.0554131,0.394891,-0.127739,32601.4,410.017,0.0878957,-0.322374,0.226223,410.937,1.0,419.069,5.0,100.0,68000,430.574,909.8709795810282,0.010362,67873,100.0,0.484263528389,-0.0929233,1.0,11.912747128866613,3.72503,300.0,4.0,3.60844,4.37554585153,-0.145406,-0.156089,0.0,0.978482,0.226514,100.0,0.0,0.587067,0.5402847994118929,1.0,1.1082089617848396,431.769,531.216931217,320.926404606,0.045265,67,6.4373e-06,13.561240890063345,0.400436,-0.976985,4.37554585153,0.117622,-0.133617,15804,-0.997566,189
-0.616435,0.405554,1600.0,423.532,0.0137567,1.86458,-0.167096,30237.1,402.071,0.0878067,0.127717,0.390859,404.166,1.0,421.786,4.0,100.0,69000,441.036,923.5360315926373,0.0125374,68873,100.0,0.0,-0.146901,1.0,11.919089334085584,3.78513,300.0,4.0,3.24689,4.0,-0.189574,0.258598,0.0,0.995443,0.349861,100.0,0.0,0.50039,0.5473742056638002,1.0,1.1347694555297494,441.368,411.522633745,199.667796381,0.406951,68,0.547802,13.601232995279133,0.429089,-1.77715,4.0,-0.750698,0.445784,16047,-0.990249,243
-0.557944,-0.242381,1800.0,418.398,0.0376747,0.496253,-0.171905,27507.3,381.679,0.0218575,0.391557,-0.297184,383.092,1.0,417.36,5.0,100.0,70000,449.325,936.7788826152682,0.00777234,69873,100.0,0.214582817672,-0.153016,1.0,11.552067262120545,10.6531,300.0,4.0,10.4988,4.04838709677,-0.182902,0.431233,0.0,0.995094,0.473292,100.0,0.0,0.617961,0.5411834726110101,1.0,1.1992007000371814,449.933,466.822429907,274.75085785,0.239562,69,0.46491,13.292451434768736,-0.199924,-1.99594,4.04838709677,-0.0405313,-0.0937857,16261,-0.994964,214
-0.619144,-0.799948,2200.0,426.709,0.0178632,0.436338,-0.144365,23419.4,414.155,0.0372467,-0.378372,-0.825648,415.049,1.0,425.415,3.0,100.0,71000,431.968,950.410590431653,0.00891757,70873,100.0,0.0,-0.119143,1.0,11.910814960487187,2.09923,200.0,3.0,2.1252,3.0,-0.153437,-0.270506,0.0,0.993483,0.328632,100.0,0.0,0.640555,0.5470976326614618,1.0,1.1502354759722948,433.157,379.545454545,194.133130033,-0.00838184,70,-0.206002,13.608148069120944,-0.78152,-1.54851,3.0,-0.344957,0.243736,16525,-0.995187,264
0.178759,-0.737613,1300.0,417.545,0.0238435,2.27992,-0.389934,25524.1,385.178,0.0610155,-1.3374,-0.759901,388.144,1.0,414.173,3.0,100.0,72000,430.696,964.38146942202,0.0115101,71873,100.0,0.0,-0.363564,1.0,12.23872288595885,5.92876,200.0,3.0,5.09229,3.0,-0.40643,-1.0831,0.0,0.994872,0.937563,100.0,0.0,0.628694,0.5443166689947248,1.0,1.1745627811178565,431.652,378.787878788,182.379185012,1.53378,71,-1.01546,13.957602336071432,-0.703765,-3.10629,3.0,0.350759,-0.335955,16789,-0.996488,264
-0.0482263,-0.649273,1800.0,424.564,0.0383723,3.46974,-0.342136,28855.8,399.243,0.0553239,-1.14379,-0.691874,404.441,1.0,420.801,3.0,100.0,73000,429.756,978.4198924303055,0.0152539,72873,100.0,0.0,-0.313307,1.0,12.251830983906984,3.7545,300.0,3.0,3.35237,3.0,-0.363563,-0.965594,0.0,0.991535,0.958211,100.0,0.0,0.606313,0.536808755248785,1.0,1.188155653886497,433.212,436.244541485,237.059592177,1.21118,72,-0.851297,13.976795393042266,-0.596941,-2.94736,3.0,-0.389776,-0.170821,17018,-0.997194,229
-0.277213,0.577871,2100.0,420.794,0.0111841,3.1607,-0.259063,29437.2,407.947,0.0609311,-1.02544,0.566548,407.762,1.0,421.501,3.0,100.0,74000,430.908,992.052737842314,0.0114484,73873,100.0,0.0,-0.239118,1.0,11.876528276130557,3.05988,200.0,3.0,2.47109,3.0,-0.277447,-0.772686,0.0,0.998234,0.794047,100.0,0.0,0.614607,0.5371374962851405,1.0,1.250670937821269,429.02,426.808510638,246.344391202,0.929086,73,-0.67986,13.664336710236967,0.594426,-3.03063,3.0,0.796719,0.230136,17253,-0.995506,235
-0.448208,-0.900449,1600.0,424.5,0.0166982,0.690238,-0.231006,32602.0,407.655,0.0424524,0.565387,-0.924259,408.895,1.0,422.175,3.0,100.0,75000,436.934,1005.6292450837791,0.00947284,74873,100.0,0.0,-0.213607,1.0,11.802264059893787,2.85993,200.0,3.0,2.48913,3.0,-0.244997,0.640448,0.0,0.992992,0.604523,100.0,0.0,0.659168,0.5358644723892212,1.0,1.219611143693328,439.393,418.410041841,215.691898424,0.703019,74,0.761337,13.557739675976336,-0.885879,-2.19329,3.0,-0.534735,-0.076628,17492,-0.999736,239
0.503502,0.668398,1200.0,422.292,0.0073493,0.562743,-0.496226,32428.9,393.242,0.0752293,-1.69346,0.661274,397.028,1.0,418.952,3.0,100.0,76000,432.148,1019.2318127788603,0.0199331,75873,100.0,0.0,-0.466069,1.0,11.878578331321478,6.19124,300.0,3.0,4.76056,3.0,-0.529956,-1.41899,0.0,0.997434,1.33746,100.0,0.0,0.675627,0.5299148997291923,1.0,1.2390050338581204,437.124,400.0,168.522995464,2.34773,75,-1.27495,13.64749826490879,0.679364,-6.07391,3.0,-0.356092,-0.0990143,17742,-0.998672,250
-0.325947,-0.835107,2000.0,421.447,0.0230349,0.28042,-0.285111,30041.1,414.746,0.0299993,0.776855,-0.868414,416.459,1.0,420.271,3.0,100.0,77000,437.766,1033.0561206461862,0.0168067,76873,100.0,0.0,-0.262332,1.0,12.072440411895514,2.7139,300.0,3.0,2.70314,3.0,-0.34517,0.809984,0.0,0.996065,0.915425,100.0,0.0,0.639073,0.5409231130033731,1.0,1.1948737371712923,439.786,433.913043478,229.133322315,0.894159,76,0.923351,13.808237262070179,-0.818586,-2.87777,3.0,-0.132644,0.11263,17972,-0.997135,230
0.235657,0.734754,1800.0,420.83,0.0422879,1.16533,-0.400498,27818.4,408.366,0.0531636,-1.37432,0.686383,411.895,1.0,417.761,3.0,100.0,78000,427.394,1046.9823910044506,0.0202132,77873,100.0,0.0,-0.349335,1.0,12.191409959457815,3.78123,200.0,3.0,2.17295,3.0,-0.431752,-1.16496,0.0,0.996785,1.06574,100.0,0.0,0.634348,0.5413043033331633,1.0,1.2114775460213423,429.764,472.641509434,239.706195506,1.6467,77,-1.11594,13.94419180881232,0.790732,-3.88116,3.0,0.296175,0.023501,18184,-0.992557,212
-0.0421739,0.176694,2000.0,419.67,0.0324652,2.20093,-0.312623,28999.0,400.493,0.105203,0.835329,0.144035,403.607,1.0,419.501,5.0,100.0,79000,427.449,1060.9958326518536,0.0164237,78873,100.0,0.0,-0.28719,1.0,12.329364287666976,3.07352,200.0,5.0,2.05689,5.0,-0.359148,0.923081,0.0,0.993221,0.916164,100.0,0.0,0.579051,0.539536970667541,1.0,1.1942270686849952,428.012,460.829493088,285.897815293,1.57194,78,1.26808,14.063128327019513,0.236514,-3.11741,5.0,-0.202044,0.308639,18401,-0.987068,217
-0.62369,0.231647,1900.0,414.676,0.0124912,0.381507,-0.142734,37224.1,393.708,0.0451069,0.119416,0.213448,392.981,1.0,414.525,5.0,100.0,80000,425.195,1074.9541721437126,0.0103951,79873,100.0,0.0,-0.129986,1.0,12.198767242021859,2.82735,300.0,5.0,2.92311,5.0,-0.163664,0.189859,0.0,0.987755,0.245891,100.0,0.0,0.627781,0.5279950955882668,1.0,1.1451794058084488,425.475,480.769230769,266.774509752,-0.0860832,79,0.26776,13.871941743418574,0.25002,-1.10574,5.0,0.330081,-0.00782685,18609,-0.995703,208
-0.629639,0.138701,2100.0,416.514,0.00889194,2.73624,-0.127773,31981.1,398.683,0.0273738,0.180469,0.128151,399.232,1.0,417.31,6.0,100.0,81000,431.592,1089.0559649765491,0.00298066,80873,100.0,0.0,-0.117687,1.0,12.27897379361093,5.87988,300.0,6.0,4.84968,6.0,-0.130892,0.227273,0.0,0.990206,0.281724,100.0,0.0,0.610075,0.5263302093371749,1.0,1.2322065625339746,428.635,508.673469388,273.44416195,-0.108366,80,0.306809,14.03751056548208,0.153475,-1.25223,6.0,0.964857,0.0483733,18805,-0.994708,196
-0.664173,-0.0462677,1800.0,418.216,0.0520276,1.24714,-0.121706,28459.6,399.307,0.0196096,0.126706,-0.146812,400.459,1.0,416.858,8.0,100.0,82000,434.757,1103.497027062811,0.00373106,81873,100.0,0.477084223018,-0.108929,1.0,12.675363786518574,3.49556,200.0,7.0,3.88761,7.3503649635,-0.127104,0.158464,0.0,0.996759,0.22693,100.0,0.0,0.606941,0.5405134418979287,1.0,1.2972274729982018,437.777,448.878923767,239.555078353,-0.193741,81,0.209867,14.513104701414704,0.0224451,-1.41168,7.3503649635,-0.59356,-0.211888,19028,-0.997342,223
-0.694547,0.844441,1900.0,417.003,0.0407117,0.217021,-0.129287,29983.7,410.424,0.0834719,-0.200854,0.805787,411.452,1.0,416.427,3.0,100.0,83000,420.881,1118.271018365398,0.00824942,82873,100.0,0.0,-0.109837,1.0,12.98559296503663,2.33978,200.0,3.0,2.08872,3.0,-0.139488,-0.098918,0.0,0.995244,0.181885,100.0,0.0,0.542966,0.5571415014564991,1.0,1.2257818384096026,420.976,460.829493088,271.342885867,-0.223118,82,0.0473717,14.768516304902732,0.901936,-1.88745,3.0,0.143766,0.328231,19245,-0.974422,217
0.338607,0.834147,1800.0,418.808,0.071389,0.246062,-0.417449,29978.2,407.481,0.128777,1.08474,0.744866,411.901,1.0,417.067,3.0,100.0,84000,426.125,1133.7647666726261,0.0265207,83873,100.0,0.0,-0.395044,1.0,13.657468193210661,4.44974,200.0,3.0,3.26353,3.0,-0.516165,1.19666,0.0,0.999175,1.06543,100.0,0.0,0.703705,0.5797851989045739,1.0,1.231768366880715,426.359,378.113207547,163.834437873,1.88381,83,1.66288,15.46902175899595,0.921475,-4.44711,3.0,-0.084245,-0.0478181,19510,-0.996836,265
0.204585,-0.597915,1700.0,429.845,0.0725612,1.49282,-0.325417,33713.7,411.853,0.221705,0.95797,-0.704796,415.145,1.0,426.991,3.0,100.0,85000,449.668,1149.0110322907567,0.0290243,84873,100.0,0.0,-0.295616,1.0,13.398933799937367,4.37848,300.0,3.0,4.14285,3.0,-0.41492,1.16367,0.0,0.995694,1.15258,100.0,0.0,0.598882,0.5636150781065226,1.0,1.2576067289337516,454.595,451.583710407,233.136645513,2.24704,84,1.77895,15.220155606977642,-0.540474,-3.68031,3.0,0.352445,0.219898,19731,-0.987297,221
-0.246656,-0.217828,900.0,421.382,0.0173965,0.378362,-0.217373,28533.1,403.822,0.160377,-1.21343,-0.248406,406.91,1.0,419.516,5.0,100.0,86000,437.892,1164.0926032271236,0.00768862,85873,100.0,0.0,-0.205246,1.0,13.317760531790555,4.98486,200.0,5.0,4.25615,5.0,-0.237875,-0.732101,0.0,0.953092,0.840238,100.0,0.0,0.461342,0.5653494652360678,1.0,1.284316356293857,437.909,359.566787004,107.601820044,1.54466,85,-0.557889,15.16742635332048,-0.197575,-2.56674,5.0,-0.373934,-0.528043,20008,-0.996502,277
-0.710614,0.0587767,1800.0,421.861,0.00305159,2.34575,-0.154342,38404.9,397.735,0.0248781,-0.280231,0.050677,399.626,1.0,419.751,9.0,100.0,87000,435.185,1179.4167204899713,0.00298303,86873,100.0,0.48619840486,-0.148023,1.0,13.581300594843924,6.83629,200.0,8.0,7.24054,8.38333333333,-0.164929,-0.227522,0.0,0.996581,0.267853,100.0,0.0,0.645842,0.5677427314221859,1.0,1.1991234328597784,437.725,417.083333333,210.752207712,-0.079118,86,-0.17129,15.348166759125888,0.063112,-1.91895,8.38333333333,-0.861994,0.188914,20248,-0.995425,240
-0.672621,-0.280034,1700.0,422.262,0.0199523,1.09663,-0.119523,29627.6,404.435,0.014848,0.0310962,-0.311604,403.894,1.0,422.542,4.0,100.0,88000,438.138,1194.7712043952197,0.00544703,87873,100.0,0.0,-0.0988943,1.0,13.588740239851177,6.18373,300.0,4.0,6.09796,4.0,-0.126994,0.0669346,0.0,0.99198,0.130062,100.0,0.0,0.601199,0.5590451387688518,1.0,1.1756003117188811,436.902,481.730769231,247.590085811,-0.306932,87,0.100572,15.32338569033891,-0.254644,-1.01793,4.0,0.664261,-0.156456,20456,-0.995969,208
