Policy mu Mean,Test Returns Mean,Exploration Actions Std,Test Rewards Max,Train Time (s),Number of train steps total,Test Rewards Std,Exploration Returns Mean,AverageReturn,Exploration Rewards Max,Exploration Rewards Mean,Policy log std Mean,Number of env steps total,Total Train Time (s),Log Pis Max,Policy mu Std,Exploration Actions Min,Epoch Time (s),Log Pis Min,Q Predictions Min,Number of rollouts total,VF Loss,Sample Time (s),V Predictions Mean,Exploration Returns Min,Policy mu Min,Exploration Actions Mean,Policy log std Min,Test Returns Min,Log Pis Mean,Test Returns Max,Q Predictions Max,Test Actions Std,Exploration Actions Max,Exploration Rewards Min,V Predictions Std,Exploration Returns Max,Q Predictions Mean,Policy Loss,QF Loss,Exploration Returns Std,Test Rewards Min,Test Rewards Mean,V Predictions Min,Log Pis Std,Test Actions Mean,Num Paths,Test Actions Max,Exploration Rewards Std,V Predictions Max,(Previous) Eval Time (s),Epoch,Test Returns Std,Policy mu Max,Policy log std Max,Policy log std Std,Test Actions Min,Q Predictions Std
-0.0331774,7.39705882353,0.587467,1.0,16.53846233151853,30873,0.0,5.84795321637,7.39705882353,1.0,1.0,-0.138153,31000,556.8624259056523,-0.470752,0.00270274,-0.992889,24.66890498995781,-0.864491,8.06188,5480,0.0110419,0.6103108720853925,9.05559,3.0,-0.0396308,0.0221132,-0.162843,7.0,-0.652784,8.0,8.88031,0.000434932,0.994106,1.0,0.131465,19.0,8.39308,0.00440674,12.458,3.11386897945,1.0,1.0,8.71519,0.0965903,0.0806241,171,0.0814501,0.0,9.52928,7.520131786353886,30,0.489288375283,-0.0279713,-0.132462,0.00704814,0.0800414,0.130256
0.0819623,10.7553191489,0.599742,1.0,17.071147862821817,31873,0.0,5.78612716763,10.7553191489,1.0,1.0,-0.133877,32000,575.8996114004403,-0.389839,0.00154563,-0.982479,18.870522907935083,-1.00615,7.98362,5653,0.0110256,0.6383112985640764,9.32992,3.0,0.0795941,-0.00422227,-0.136076,10.0,-0.69512,12.0,9.05075,0.000507776,0.988495,1.0,0.14039,19.0,8.66493,0.0196693,13.6836,2.98075397336,1.0,1.0,8.79457,0.125929,-0.0307138,173,-0.030047,0.0,9.7025,1.161063746549189,31,0.595839658083,0.0863563,-0.133084,0.000606939,-0.031733,0.173658
-0.0327735,8.7652173913,0.587599,1.0,20.46406495757401,32873,0.0,5.92899408284,8.7652173913,1.0,1.0,-0.141299,33000,598.2563058882952,-0.478325,0.00280348,-0.988152,22.451516658999026,-1.19274,8.02501,5822,0.0230522,0.6589381517842412,9.19995,3.0,-0.0426602,0.0410637,-0.144754,8.0,-0.680507,9.0,8.91822,0.000305362,0.982271,1.0,0.109626,18.0,8.40686,-0.0659806,11.101,2.97041420118,1.0,1.0,8.81431,0.105145,0.0552917,169,0.0557375,0.0,9.77349,1.3285135496407747,32,0.423862873285,-0.0301284,-0.139358,0.000951539,0.0547177,0.105876
0.0561459,9.30555555556,0.587706,1.0,20.6602482534945,33873,0.0,5.81395348837,9.30555555556,1.0,1.0,-0.139091,34000,620.6846718005836,-0.444335,0.00174582,-0.995273,22.5329513521865,-1.51829,7.74139,5994,0.0212863,0.6388209350407124,9.15143,3.0,0.0541556,0.00322326,-0.141832,9.0,-0.684584,10.0,9.06775,0.00132621,0.996666,1.0,0.23468,32.0,8.42784,-0.000951634,10.4654,3.59428366543,1.0,1.0,8.55386,0.151827,-0.0474574,172,-0.0460832,0.0,9.74062,1.2338821636512876,33,0.460642331994,0.063255,-0.13824,0.000859987,-0.0504219,0.250737
-0.0523135,24.6341463415,0.582762,1.0,17.016479055397213,34873,0.0,5.39459459459,24.6341463415,1.0,1.0,-0.138175,35000,639.3888580435887,-0.428668,0.00598475,-0.988974,18.743714705109596,-1.9156,7.72548,6179,0.0954226,0.5919818235561252,8.62049,3.0,-0.0695289,-0.0147752,-0.143449,19.0,-0.6957,46.0,8.80895,0.000294392,0.992609,1.0,0.178379,13.0,8.1818,0.205458,11.8801,2.44307581345,1.0,1.0,8.23727,0.174146,0.0008278,185,0.00164824,0.0,9.27596,1.1352538261562586,34,6.03548893714,-0.0451807,-0.135656,0.00177302,4.01295e-05,0.201217
0.000955892,14.2394366197,0.578986,1.0,16.92885957658291,35873,0.0,5.51933701657,14.2394366197,1.0,1.0,-0.137132,36000,658.0369297228754,-0.529592,0.000796627,-0.991079,18.631333182565868,-1.21857,7.88095,6360,0.0145646,0.6118224654346704,9.10345,3.0,-0.000862016,0.00840572,-0.139616,13.0,-0.682377,16.0,8.85564,0.000272858,0.99745,1.0,0.0945901,19.0,8.39178,-0.00815285,9.90163,3.00568735342,1.0,1.0,8.60436,0.109253,-0.0145883,181,-0.0141861,0.0,9.60292,1.0906511405482888,35,1.09370527652,0.00375655,-0.134087,0.0018444,-0.0151484,0.100236
-0.014944,18.4363636364,0.581247,1.0,17.65803015511483,36873,0.0,6.16049382716,18.4363636364,1.0,1.0,-0.127704,37000,677.4262594841421,-0.496063,0.0009776,-0.989569,19.370390880852938,-1.37743,8.05699,6522,0.0165152,0.6044370410963893,9.14738,3.0,-0.0179512,-0.0121619,-0.12962,15.0,-0.692652,24.0,8.76894,0.000207844,0.992253,1.0,0.1175,26.0,8.42655,-0.00348763,8.02328,4.01065491442,1.0,1.0,8.78377,0.127943,0.0083414,162,0.00879457,0.0,9.49859,1.1079236846417189,36,2.4027532417,-0.0118345,-0.125955,0.000521856,0.00800263,0.109464
0.00609971,8.81578947368,0.578684,1.0,16.749355223029852,37873,0.0,5.95266272189,8.81578947368,1.0,1.0,-0.137325,38000,695.8498853901401,-0.524965,0.00157573,-0.996242,18.489771561697125,-1.15901,8.39946,6691,0.0115592,0.6132350489497185,9.37306,3.0,0.003395,0.00173585,-0.140199,8.0,-0.681758,9.0,9.01542,0.000435881,0.990041,1.0,0.103419,22.0,8.65323,-0.0175416,14.0126,3.15067504909,1.0,1.0,9.14608,0.0932793,0.0537849,169,0.0545035,0.0,9.80401,1.127181289717555,37,0.387655785859,0.00878706,-0.134723,0.00140457,0.0530724,0.114636
0.054935,25.35,0.596012,1.0,16.91159633360803,38873,0.0,5.58426966292,25.35,1.0,1.0,-0.137118,39000,714.5148668261245,-0.434647,0.00166061,-0.992139,18.588263395242393,-0.824534,7.93952,6869,0.015958,0.6152260098606348,8.99083,3.0,0.052641,0.0259436,-0.141151,19.0,-0.677782,52.0,8.81535,0.000272414,0.996963,1.0,0.147567,20.0,8.39701,0.0619491,11.0852,3.19166396236,1.0,1.0,8.57913,0.100228,0.00144045,178,0.00184845,0.0,9.33415,1.061441051773727,38,6.52131121785,0.0632415,-0.135222,0.00123303,4.71047e-05,0.180132
-0.000358646,16.5409836066,0.588391,1.0,18.106523946858943,39873,0.0,5.49723756906,16.5409836066,1.0,1.0,-0.13265,40000,734.3267425205559,-0.523489,0.00206704,-0.995328,19.84719915688038,-0.791479,8.13192,7050,0.0149559,0.6020966162905097,9.05223,3.0,-0.00674237,0.034464,-0.136267,14.0,-0.667084,20.0,8.79086,0.000407437,0.99594,1.0,0.0947921,15.0,8.46632,0.0619809,12.7262,2.69565705434,1.0,1.0,8.69146,0.0861472,-0.00853702,181,-0.00725187,0.0,9.33497,1.1385785937309265,39,1.52114894553,0.00218009,-0.12657,0.00314117,-0.00903642,0.0975687
-0.00861391,24.7073170732,0.593962,1.0,18.001954400911927,40873,0.0,5.39037433155,24.7073170732,1.0,1.0,-0.128028,41000,754.1187930619344,-0.50766,0.00183668,-0.997945,19.735515490174294,-1.18136,8.09938,7237,0.0358097,0.6298563536256552,9.27174,3.0,-0.0123196,-0.0362242,-0.134053,19.0,-0.694015,37.0,8.72013,0.000461905,0.987592,1.0,0.105008,17.0,8.4495,-0.0858274,10.0481,2.88690818997,1.0,1.0,8.96231,0.102065,0.0011852,187,0.0023396,0.0,9.48262,1.1037047356367111,40,4.6077554053,-0.00340791,-0.125938,0.00139937,-0.000104348,0.126437
0.000837291,22.4444444444,0.587016,1.0,16.58680370543152,41873,0.0,5.45108695652,22.4444444444,1.0,1.0,-0.12996,42000,772.4737267810851,-0.520916,0.00164934,-0.995188,18.3840507036075,-0.896047,8.06436,7421,0.0140035,0.6366693442687392,9.0857,3.0,-0.00297403,-0.0197438,-0.131291,16.0,-0.666897,42.0,8.66963,0.000444596,0.990475,1.0,0.102574,18.0,8.35925,-0.0300569,8.85997,2.83568083096,1.0,1.0,8.76582,0.0974743,-0.00361248,184,-0.00245489,0.0,9.41386,1.1605776539072394,41,5.51182791037,0.00422967,-0.128827,0.000582402,-0.00536994,0.098013
-0.00431676,10.5789473684,0.59412,1.0,15.981517007574439,42873,0.0,5.28723404255,10.5789473684,1.0,1.0,-0.134035,43000,790.2265770528466,-0.524077,0.00118326,-0.992858,17.730193864554167,-1.469,8.12296,7609,0.0557027,0.6168969431892037,9.41263,3.0,-0.00685673,0.0209734,-0.137041,10.0,-0.700632,12.0,8.85193,0.000196304,0.989776,1.0,0.114533,17.0,8.51922,-0.116969,12.7998,2.65026028599,1.0,1.0,9.00868,0.134265,0.0335121,188,0.0338209,0.0,9.77654,1.131779913790524,42,0.572693495105,-0.00180092,-0.131802,0.00103202,0.0331605,0.10519
0.0342624,12.8461538462,0.588616,1.0,16.314678615890443,43873,0.0,6.01807228916,12.8461538462,1.0,1.0,-0.133141,44000,808.3951859883964,-0.471186,0.00073825,-0.987713,18.07364646717906,-0.981928,7.92182,7775,0.0153758,0.6040273867547512,9.13913,3.0,0.0331126,0.0296485,-0.137363,12.0,-0.662766,14.0,8.72428,0.000117533,0.995572,1.0,0.146907,23.0,8.3863,-0.0436746,11.3439,3.75848099855,1.0,1.0,8.7073,0.104423,-0.0197672,166,-0.0195177,0.0,9.48179,1.1549404645338655,43,0.785720689541,0.0364503,-0.132212,0.000849821,-0.020203,0.151333
-0.0205667,11.9058823529,0.579113,1.0,16.861187182366848,44873,0.0,5.75287356322,11.9058823529,1.0,1.0,-0.141023,45000,827.0920772738755,-0.504666,0.00113306,-0.99339,18.73794386535883,-1.26257,7.92609,7949,0.0537727,0.6264190915971994,9.16582,3.0,-0.024224,-0.0282953,-0.143599,11.0,-0.685899,13.0,8.61892,0.000418824,0.995629,1.0,0.10087,16.0,8.27046,-0.132831,10.5857,2.91091244851,1.0,1.0,8.80154,0.0996021,0.0263018,174,0.0268949,0.0,9.50751,1.250337591394782,44,0.729601493351,-0.0190643,-0.14022,0.000799089,0.0255253,0.104287
0.0264148,17.5789473684,0.585042,1.0,20.44379648938775,45873,0.0,5.83720930233,17.5789473684,1.0,1.0,-0.132434,46000,849.4193040654063,-0.479295,0.00153078,-0.990367,22.373602885752916,-0.901518,8.06077,8121,0.0250348,0.7200510846450925,9.19286,3.0,0.0244268,0.0154288,-0.142751,15.0,-0.683759,23.0,8.67856,0.00163822,0.996879,1.0,0.125532,17.0,8.38118,-0.0772924,14.993,2.93677748211,1.0,1.0,8.88077,0.0990498,-0.00831254,172,-0.0064562,0.0,9.50414,1.2097553117200732,45,2.13531187106,0.0316653,-0.128751,0.00342642,-0.0125873,0.135757
-0.00817802,8.47058823529,0.589191,1.0,16.57525732088834,46873,0.0,5.4347826087,8.47058823529,1.0,1.0,-0.140593,47000,867.7906103571877,-0.533673,0.00722352,-0.992857,18.37667271401733,-0.994512,8.23292,8305,0.0277715,0.6375902323052287,9.31313,3.0,-0.0259701,0.0158395,-0.15799,8.0,-0.68542,9.0,8.76092,0.00263731,0.992619,1.0,0.0808689,26.0,8.48161,-0.0940359,10.8043,3.29955315758,1.0,1.0,9.04272,0.080936,-0.0602922,184,-0.0569887,0.0,9.58085,1.1638251608237624,46,0.499134198485,0.00139161,-0.133623,0.00614307,-0.0660533,0.0825164
-0.0588089,12.7215189873,0.605479,1.0,17.054076548665762,47873,0.0,5.50828729282,12.7215189873,1.0,1.0,-0.138911,48000,886.6173939248547,-0.429337,0.0074247,-0.996461,18.82498750369996,-0.811695,8.33933,8486,0.0507668,0.6120741935446858,9.51828,3.0,-0.0826726,-0.0306721,-0.152758,12.0,-0.661415,15.0,8.92824,0.000134432,0.988614,1.0,0.0887091,22.0,8.64218,-0.127958,11.7266,3.30848362811,1.0,1.0,9.3049,0.116845,-0.0191472,181,-0.0189615,0.0,9.78871,1.1588367614895105,47,0.794549611467,-0.0479801,-0.133343,0.00419717,-0.0197271,0.105268
-0.019827,20.7142857143,0.585009,1.0,17.55305135436356,48873,0.0,5.25789473684,20.7142857143,1.0,1.0,-0.135305,49000,906.0662570856512,-0.50134,0.00238396,-0.993887,19.34243096038699,-0.809855,8.16308,8676,0.0084377,0.6277496833354235,9.19129,3.0,-0.0289441,0.0247155,-0.144454,16.0,-0.685055,35.0,8.91238,0.000213523,0.99072,1.0,0.120494,15.0,8.5053,0.00456472,12.3718,2.59185277958,1.0,1.0,8.81976,0.0827328,0.00547191,190,0.00586578,0.0,9.60053,1.1616299226880074,48,4.88228785447,-0.0167632,-0.129847,0.00306772,0.00474399,0.121645
0.00556757,15.6,0.590106,1.0,16.5486805383116,49873,0.0,6.05521472393,15.6,1.0,1.0,-0.140076,50000,924.4862057594582,-0.528887,0.000741894,-0.993848,18.47042434103787,-2.48233,8.0304,8839,0.0514344,0.6536149745807052,8.97923,2.0,0.00270606,0.0129296,-0.144565,13.0,-0.691137,18.0,8.69437,0.000494607,0.996923,1.0,0.100152,24.0,8.38852,0.109921,9.52549,3.94323453189,1.0,1.0,8.64055,0.200281,0.0124602,163,0.0130533,0.0,9.26082,1.2681288281455636,49,1.42288980059,0.00665852,-0.136615,0.00185691,0.0115342,0.0974717
0.0129602,15.78125,0.580109,1.0,16.98591820895672,50873,0.0,5.8901734104,15.78125,1.0,1.0,-0.132709,51000,943.2649221392348,-0.508056,0.000640181,-0.994381,18.814524960704148,-1.52379,8.11936,9012,0.0158055,0.6104526873677969,9.24279,3.0,0.0109,-0.0341449,-0.134171,14.0,-0.701223,19.0,8.97312,9.72423e-05,0.992988,1.0,0.12766,29.0,8.52957,0.00694478,11.4655,4.12864888171,1.0,1.0,8.81867,0.125279,0.011993,173,0.0121166,0.0,9.69994,1.2181540643796325,50,1.3746448405,0.0143118,-0.130966,0.000913781,0.0115948,0.126039
0.0124368,10.2142857143,0.599238,1.0,17.718381460756063,51873,0.0,5.73563218391,10.2142857143,1.0,1.0,-0.128475,52000,962.8302641306072,-0.501374,0.000675319,-0.990706,19.514734704978764,-1.37221,8.06228,9186,0.0292486,0.6130442535504699,8.86933,3.0,0.010854,0.000446586,-0.130069,9.0,-0.684385,11.0,8.59131,0.00092323,0.993375,1.0,0.0749674,20.0,8.3159,0.101294,9.81657,3.41887852189,1.0,1.0,8.65717,0.111366,0.0392059,174,0.0413826,0.0,9.19697,1.1833089906722307,51,0.520007849234,0.0139112,-0.127581,0.000419913,0.0380332,0.0745944
0.0408196,25.35,0.601582,1.0,15.860911710187793,52873,0.0,5.56983240223,25.35,1.0,1.0,-0.141348,53000,980.4524272177368,-0.470045,0.00337258,-0.993614,17.696471911855042,-1.50984,8.10314,9365,0.149014,0.601466566324234,9.49416,3.0,0.0373497,0.0424257,-0.150866,17.0,-0.680172,76.0,8.96097,0.000390446,0.985498,1.0,0.109757,27.0,8.45399,-0.236403,11.0661,3.56572533696,1.0,1.0,9.14509,0.114524,-0.00170358,179,-0.000319844,0.0,9.95449,1.2340936353430152,52,9.40358974009,0.0557747,-0.139555,0.00195754,-0.00248479,0.134842
-0.00248428,11.375,0.592499,1.0,16.612291255034506,53873,0.0,5.14358974359,11.375,1.0,1.0,-0.13511,54000,998.9179510977119,-0.528592,0.00122362,-0.992084,18.415704109705985,-0.812079,8.07962,9560,0.0165401,0.6432909108698368,8.89102,3.0,-0.00712373,-0.00357396,-0.140129,10.0,-0.684748,12.0,8.50094,0.000589876,0.987562,1.0,0.0719488,18.0,8.29257,0.0654546,13.3288,2.63504924995,1.0,1.0,8.6601,0.0862313,0.0298832,195,0.0309238,0.0,9.11185,1.1601219438016415,53,0.507052534485,-0.000941034,-0.134104,0.0008267,0.0289144,0.083251
0.0294168,10.9239130435,0.58648,1.0,17.909977667964995,54873,0.0,5.81395348837,10.9239130435,1.0,1.0,-0.128614,55000,1018.5974282473326,-0.474005,0.00190013,-0.995764,19.740362588316202,-2.00494,8.20117,9732,0.0265296,0.6198916984722018,9.06748,3.0,0.0247419,-0.0111876,-0.130558,10.0,-0.691589,12.0,8.75504,0.000130867,0.998715,1.0,0.0847667,26.0,8.43299,0.0619115,9.7192,3.49754607632,1.0,1.0,8.81356,0.149737,0.0324067,172,0.0326713,0.0,9.39601,1.2104932218790054,54,0.663221643917,0.0354355,-0.127958,0.000488572,0.0321782,0.0859741
0.0354449,21.4680851064,0.587297,1.0,17.469415618106723,55873,0.0,5.55555555556,21.4680851064,1.0,1.0,-0.131308,56000,1037.8969346415251,-0.471754,0.00253419,-0.99741,19.24244114663452,-1.30728,8.11907,9912,0.0162456,0.6226912010461092,9.00487,2.0,0.0323203,0.00210504,-0.13267,16.0,-0.673021,42.0,8.5795,0.000213453,0.986266,1.0,0.0559988,23.0,8.38747,0.0518765,12.5546,3.38332877212,1.0,1.0,8.82482,0.114525,-0.0040884,180,-0.00378712,0.0,9.16831,1.150334327481687,55,4.95447815415,0.0406812,-0.130441,0.000544566,-0.00513976,0.0852333
-0.00386797,25.225,0.576673,1.0,15.693404814228415,56873,0.0,5.64406779661,25.225,1.0,1.0,-0.13187,57000,1055.4056160608307,-0.517812,0.00218484,-0.990189,17.55081647541374,-1.20351,7.98461,10089,0.015245,0.6495337877422571,8.99507,3.0,-0.0106917,0.00250321,-0.133653,19.0,-0.693676,46.0,8.50589,0.000124731,0.99279,1.0,0.0594834,20.0,8.24887,-0.0320519,11.453,2.9788105456,1.0,1.0,8.80695,0.0975763,0.000811247,177,0.00149937,0.0,9.20949,1.207877873443067,56,6.10527435911,-0.000164681,-0.130961,0.000374412,0.000719233,0.0802559
0.000917202,17.0169491525,0.588849,1.0,16.134795452468097,57873,0.0,5.30687830688,17.0169491525,1.0,1.0,-0.131833,58000,1073.409568497911,-0.527035,0.000287524,-0.988778,17.92866598814726,-0.869622,8.07441,10278,0.0147185,0.627730056643486,9.08147,3.0,0.000218747,-0.0044655,-0.134038,14.0,-0.668012,21.0,8.5868,0.000333278,0.997531,1.0,0.12793,23.0,8.38021,-0.0114559,10.655,3.20234789709,1.0,1.0,8.73417,0.094702,-0.00821077,189,-0.00765987,0.0,9.33195,1.1661404790356755,57,1.74172645134,0.00207982,-0.131076,0.000442683,-0.00871272,0.113162
-0.00765739,22.0434782609,0.585034,1.0,17.838146014139056,58873,0.0,5.57303370787,22.0434782609,1.0,1.0,-0.126133,59000,1093.1134846983477,-0.506629,0.00117804,-0.986333,19.71353645902127,-1.00008,8.33071,10456,0.0157195,0.63341542519629,9.12518,2.0,-0.00890779,0.00170328,-0.127736,17.0,-0.670216,32.0,8.82555,0.000200141,0.989569,1.0,0.0851292,18.0,8.52812,0.0582857,11.4236,3.06992530176,1.0,1.0,8.92397,0.0983338,-0.0020417,178,-0.00158752,0.0,9.42872,1.241975019685924,58,4.04301072566,-0.00491105,-0.125395,0.000404963,-0.00258679,0.0789704
-0.00229411,15.1791044776,0.577463,1.0,17.48822896927595,59873,0.0,6.01796407186,15.1791044776,1.0,1.0,-0.132915,60000,1112.4178341245279,-0.527769,0.000422775,-0.992073,19.341374532319605,-0.870699,7.95047,10623,0.0180064,0.6202084869146347,8.92403,3.0,-0.00346619,-0.0190449,-0.136687,13.0,-0.696186,18.0,8.61815,0.000647792,0.980732,1.0,0.0991371,28.0,8.3303,0.0755587,8.50653,3.79642607525,1.0,1.0,8.54841,0.0847054,0.014491,167,0.016163,0.0,9.21453,1.2329370761290193,59,1.20849447642,-0.00110502,-0.130727,0.00119853,0.0136915,0.109734
0.0156398,13.7260273973,0.5782,1.0,16.702090066857636,60873,0.0,5.2962962963,13.7260273973,1.0,1.0,-0.136765,61000,1130.9659932749346,-0.505935,0.00275407,-0.996249,18.513361477293074,-1.19175,8.09926,10812,0.0185089,0.6148549830541015,9.15793,3.0,0.0130953,-0.00596785,-0.142488,12.0,-0.681944,15.0,8.6742,0.000132357,0.993138,1.0,0.124922,15.0,8.38538,-0.0521454,11.63,2.50650730603,1.0,1.0,8.88069,0.0998733,-0.0157827,189,-0.0156779,0.0,9.44256,1.1964164273813367,60,0.86420878332,0.0260957,-0.135392,0.00156189,-0.0163677,0.130261
-0.0160304,10.3608247423,0.584749,1.0,17.37283079698682,61873,0.0,5.38918918919,10.3608247423,1.0,1.0,-0.133312,62000,1150.1587438723072,-0.504632,0.000933406,-0.993546,19.223272104747593,-1.15404,8.14199,10997,0.0224781,0.618806361220777,8.9614,3.0,-0.0202268,0.0177309,-0.136718,10.0,-0.674534,11.0,8.67724,3.80556e-05,0.99516,1.0,0.0908622,18.0,8.38896,0.0797287,10.9808,3.02241927295,1.0,1.0,8.69863,0.106719,-0.035564,185,-0.0354813,0.0,9.27415,1.231634946539998,61,0.480239781396,-0.0145132,-0.132117,0.000673643,-0.0356595,0.0880669
-0.0368959,8.84210526316,0.579572,1.0,16.842637882567942,62873,0.0,5.59217877095,8.84210526316,1.0,1.0,-0.137428,63000,1168.8573358561844,-0.472694,0.00199948,-0.98532,18.64084133412689,-1.06198,7.95376,11176,0.0217094,0.5962903518229723,8.69087,3.0,-0.0452065,0.00869208,-0.143401,8.0,-0.672302,9.0,8.40063,0.000535433,0.983045,1.0,0.0730569,21.0,8.12794,0.0836031,12.2508,3.03354527392,1.0,1.0,8.52523,0.101794,-0.0522288,179,-0.0513648,0.0,8.95481,1.2019130997359753,62,0.364642275278,-0.0353444,-0.136056,0.00146378,-0.0532919,0.0701657
-0.0521537,10.4375,0.57951,1.0,17.22321282606572,63873,0.0,5.47540983607,10.4375,1.0,1.0,-0.138903,64000,1187.8929266240448,-0.445044,0.00166426,-0.996457,19.105574355460703,-1.69105,8.28575,11359,0.0210726,0.6217309944331646,9.19466,3.0,-0.0592627,0.00489646,-0.141792,10.0,-0.69805,11.0,8.6869,0.000280822,0.988999,1.0,0.0525498,18.0,8.46059,-0.0173985,10.2797,3.09206577124,1.0,1.0,8.92853,0.137445,-0.0345415,183,-0.0341392,0.0,9.3667,1.2606305349618196,63,0.496078370825,-0.0500909,-0.137991,0.000545265,-0.0351783,0.0703052
-0.034435,10.1212121212,0.584982,1.0,16.826229409314692,64873,0.0,5.31382978723,10.1212121212,1.0,1.0,-0.13881,65000,1206.6137987012044,-0.477733,0.000975883,-0.993791,18.65123062580824,-1.89093,8.23284,11547,0.0214667,0.6340976748615503,9.08363,3.0,-0.0378371,0.00858757,-0.140884,9.0,-0.692203,11.0,8.71352,0.00151584,0.987712,1.0,0.0717408,13.0,8.44864,0.0647015,13.3719,2.36157633363,1.0,1.0,8.88124,0.144524,-0.0368338,188,-0.0328403,0.0,9.40399,1.1909035416319966,64,0.536971065051,-0.0332275,-0.138194,0.000515546,-0.038809,0.0910229
-0.0361114,11.2333333333,0.600177,1.0,16.979061802849174,65873,0.0,5.34759358289,11.2333333333,1.0,1.0,-0.136375,66000,1225.479083106853,-0.466443,0.003535,-0.992599,18.864318896085024,-1.0257,8.04162,11734,0.0224766,0.6242026099935174,8.85087,3.0,-0.040966,0.0012732,-0.142609,10.0,-0.679369,12.0,8.58143,6.21053e-05,0.992325,1.0,0.0700606,19.0,8.2889,0.0898823,9.40522,2.76572453022,1.0,1.0,8.62814,0.104465,0.0299768,187,0.0300783,0.0,9.08841,1.261054483242333,65,0.633333333333,-0.0196117,-0.135566,0.000944971,0.0298501,0.0808339
0.0304479,8.07258064516,0.594155,1.0,16.68558600358665,66873,0.0,5.51098901099,8.07258064516,1.0,1.0,-0.129956,67000,1243.9854135047644,-0.470912,0.00150246,-0.996517,18.56730542331934,-0.792261,8.30756,11916,0.0176374,0.619073343463242,9.18822,3.0,0.0274278,0.0331925,-0.132787,8.0,-0.665444,9.0,8.97897,0.000519351,0.990212,1.0,0.0887261,17.0,8.61172,0.0687112,10.6672,2.95337209206,1.0,1.0,8.89104,0.0977335,0.065579,182,0.0664315,0.0,9.53828,1.2626460762694478,66,0.259446902293,0.0382875,-0.127085,0.00143618,0.0646728,0.0940533
0.0647201,16.5245901639,0.589823,1.0,17.71161283366382,67873,0.0,5.93452380952,16.5245901639,1.0,1.0,-0.137821,68000,1263.5670799724758,-0.422929,0.00135144,-0.997986,19.540680345147848,-1.00031,7.80743,12084,0.0185004,0.6270803036168218,8.7371,2.0,0.0601969,0.00674018,-0.141179,14.0,-0.669352,20.0,8.41882,0.000113524,0.994779,1.0,0.0935475,29.0,8.14483,0.0690735,10.489,3.90686191352,1.0,1.0,8.39748,0.12187,-0.00954924,168,-0.00937889,0.0,9.02432,1.2019872078672051,67,1.59514177773,0.0670321,-0.136691,0.000746173,-0.00981915,0.0913078
-0.00984663,23.3255813953,0.576266,1.0,17.285979335196316,68873,0.0,5.68181818182,23.3255813953,1.0,1.0,-0.134844,69000,1282.7648515859619,-0.517563,0.00167392,-0.988845,19.157250482589006,-0.980519,7.90877,12260,0.116655,0.6275270031765103,9.40436,3.0,-0.0153892,-0.0308322,-0.13676,17.0,-0.676642,42.0,8.77242,0.000274976,0.984537,1.0,0.134219,23.0,8.39772,-0.209378,10.8088,3.15164262563,1.0,1.0,8.95231,0.101305,-0.00315951,176,-0.00258722,0.0,9.77827,1.2437441442161798,68,5.98727693756,-0.0064217,-0.133807,0.000484532,-0.00403298,0.135709
-0.0032223,15.875,0.572351,1.0,17.09887526743114,69873,0.0,6.01807228916,15.875,1.0,1.0,-0.134392,70000,1301.7629425991327,-0.525938,0.00053479,-0.994549,19.015501406043768,-0.840145,7.96835,12426,0.0614873,0.6319357873871922,9.19487,3.0,-0.0046427,-0.00376237,-0.135654,14.0,-0.67216,19.0,8.62607,0.000624182,0.992006,1.0,0.122349,21.0,8.29928,-0.145749,15.0264,3.49263060931,1.0,1.0,8.87175,0.0920297,0.0120547,166,0.0135754,0.0,9.5281,1.2846903512254357,69,1.53602571593,-0.00154423,-0.131622,0.000939215,0.0114509,0.133197
0.0136108,24.6341463415,0.586457,1.0,19.079159040935338,70873,0.0,6.10975609756,24.6341463415,1.0,1.0,-0.13168,71000,1322.7691930886358,-0.503622,0.00130528,-0.987662,20.968030898831785,-0.788554,8.13531,12590,0.0183534,0.6209526369348168,8.80686,2.0,0.0109507,-0.00844212,-0.133212,18.0,-0.662005,47.0,8.4415,0.000260395,0.99376,1.0,0.060589,33.0,8.24276,0.0727092,13.3147,4.35611736264,1.0,1.0,8.67939,0.0869151,0.00283388,164,0.00374466,0.0,9.02189,1.2679192209616303,70,5.40440695314,0.0152279,-0.13067,0.00071889,0.00257784,0.0498245
0.0025573,11.7441860465,0.597443,1.0,20.704187648370862,71873,0.0,5.44565217391,11.7441860465,1.0,1.0,-0.133345,72000,1345.4167924551293,-0.527741,0.00113666,-0.994321,22.666429069824517,-0.793806,8.09774,12774,0.0147829,0.6523102298378944,9.04153,2.0,-0.00428071,0.00862558,-0.135317,11.0,-0.662283,13.0,8.4601,0.000374168,0.985729,1.0,0.067386,19.0,8.31466,-0.0372378,11.789,2.83941256338,1.0,1.0,8.75736,0.0906273,0.0275508,184,0.0285554,0.0,9.20792,1.3099311916157603,71,0.65033169554,0.00387888,-0.13073,0.00110563,0.0271448,0.0567058
